CIN,COMPANY,AMOUNT,DISTRICT
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,300000,AHMEDABAD
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,5000000,BANGALORE URBAN
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,900000,BHARUCH
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,3500000,CHENNAI
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,2500000,DAMAN
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,5000000,DEHRADUN
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,300000,HYDERABAD
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,800000,JEHANABAD
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,8100000,KOLKATA
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,100000,MEERUT
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,200000,NEW DELHI
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,200000,PATNA
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,2600000,RAIGAD
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,800000,RAIGAD
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,500000,RANCHI
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,2400000,SOLAN
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,2000000,VARANASI
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,1100000,WARDHA
L00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,100000,WAYANAD
L01111DL1993PLC052845,KRBL LIMITED,1000000,NEW DELHI
L01111DL1993PLC052845,KRBL LIMITED,13400000,SANGRUR
L01115TN1956PLC003435,SRI SARVARAYA SUGARS LIMITED,4300000,EAST GODAVARI
L01115TN1956PLC003435,SRI SARVARAYA SUGARS LIMITED,400000,KHAMMAM
L01115TN1956PLC003435,SRI SARVARAYA SUGARS LIMITED,1000000,WEST GODAVARI
L01120AP1986PLC006728,KAVERI SEED COMPANY LTD.,21300000,KARIMNAGAR
L01120AP1986PLC006728,KAVERI SEED COMPANY LTD.,10100000,KARIMNAGAR
L01120AP1986PLC006728,KAVERI SEED COMPANY LTD.,1600000,SIDDIPET
L01120AP1986PLC006728,KAVERI SEED COMPANY LTD.,16200000,WARANGAL URBAN
L01132AS1915PLC000200,B & A LIMITED,2200000,JORHAT
L01132AS1915PLC000200,B & A LIMITED,2300000,JORHAT
L01132AS1977PLC001706,WARREN TEA LIMITED,500000,DIBRUGARH
L01132AS1977PLC001706,WARREN TEA LIMITED,300000,HOWRAH
L01132AS1977PLC001706,WARREN TEA LIMITED,300000,HOWRAH
L01132AS1977PLC001706,WARREN TEA LIMITED,4000000,KOLKATA
L01132TZ1922PLC000234,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,2100000,NILGIRIS
L01132TZ1922PLC000234,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,1600000,NILGIRIS
L01132WB1918PLC003029,NAGA DHUNSERI GROUP LTD.,500000,KOLKATA
L01132WB1918PLC003029,NAGA DHUNSERI GROUP LTD.,800000,KOLKATA
L01132WB1919PLC003334,BIRLA CORPORATION LIMITED,30500000,CHITTORGARH
L01132WB1919PLC003334,BIRLA CORPORATION LIMITED,14400000,SATNA
L01132WB1919PLC003334,BIRLA CORPORATION LIMITED,12900000,SATNA
L01132WB1977PLC031054,GOODRICKE GROUP LTD,1500000,JALPAIGURI
L01132WB1977PLC031054,GOODRICKE GROUP LTD,700000,KOLKATA
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,800000,BAKSA
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,1000000,BAKSA
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,1100000,DIBRUGARH
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,1000000,DIBRUGARH
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,400000,TINSUKIA
L01132WB1994PLC063513,ROSSELL INDIA LIMITED,1100000,TINSUKIA
L01222TZ1995PLC006025,SKM EGG PRODUCTS EXPORT INDIA LIMITED,3100000,ERODE
L01409WB1982PLC034590,IFB AGRO INDUSTRIES LTD.,900000,SOUTH 24 PARGANAS
L01409WB1982PLC034590,IFB AGRO INDUSTRIES LTD.,800000,SOUTH 24 PARGANAS
L02101KA1955PLC001936,THE WEST COAST PAPER MILLS LIMITED,1500000,UTTARA KANNADA
L02411KA1988PLC009465,VIVIMED LABS LIMITED,3200000,BIDAR
L02421TZ1910PLC000221,T STANES AND COMPANY LIMITED,400000,COIMBATORE
L02421TZ1910PLC000221,T STANES AND COMPANY LIMITED,500000,COIMBATORE
L02421TZ1910PLC000221,T STANES AND COMPANY LIMITED,1500000,TIRUNELVELI
L02421TZ1910PLC000221,T STANES AND COMPANY LIMITED,300000,UDAIPUR
L02511TZ1981PLC010010,ELGI RUBBER COMPANY LIMITED,2400000,COIMBATORE
L02511TZ1981PLC010010,ELGI RUBBER COMPANY LIMITED,3000000,COIMBATORE
L02511TZ1981PLC010010,ELGI RUBBER COMPANY LIMITED,3800000,COIMBATORE
L02710MP1938PLC000132,CENTRAL INDIA INDUSTRIES LTD.,2600000,JAIPUR
L02710MP1938PLC000132,CENTRAL INDIA INDUSTRIES LTD.,2600000,JAIPUR
L02710MP1938PLC000132,CENTRAL INDIA INDUSTRIES LTD.,1600000,KOLKATA
L03210TZ1985PLC001535,SALZER ELECTRONICS LIMITED,1300000,COIMBATORE
L03210TZ1985PLC001535,SALZER ELECTRONICS LIMITED,2600000,COIMBATORE
L05005AP1987PLC018436,THE WATERBASE LIMITED,2000000,RANCHI
L10889MH1957PLC010889,GARWARE POLYESTER LIMITED,1200000,THANE
L10889MH1957PLC010889,GARWARE POLYESTER LIMITED,1800000,THANE
L11101AS1959GOI001148,OIL INDIA LIMITED,15600000,DIBRUGARH
L11101AS1959GOI001148,OIL INDIA LIMITED,29500000,DIBRUGARH
L11101MH2006PLC163934,CAIRN INDIA LIMITED,34900000,BARMER
L11101MH2006PLC163934,CAIRN INDIA LIMITED,24900000,BARMER
L11101MH2006PLC163934,CAIRN INDIA LIMITED,1300000,EAST GODAVARI
L11101MH2006PLC163934,CAIRN INDIA LIMITED,5100000,JODHPUR
L11101MH2006PLC163934,CAIRN INDIA LIMITED,305200000,JODHPUR
L11101MH2006PLC163934,CAIRN INDIA LIMITED,32000000,KOTA
L13209GA1965PLC000044,VEDANTA LIMITED,300000,CHITRADURGA
L13209GA1965PLC000044,VEDANTA LIMITED,33400000,JHARSUGUDA
L13209GA1965PLC000044,VEDANTA LIMITED,53000000,KALAHANDI
L13209GA1965PLC000044,VEDANTA LIMITED,2000000,RAYAGADA
L13209GA1965PLC000044,VEDANTA LIMITED,42800000,THOOTHUKUDI
L13209GA1965PLC000044,VEDANTA LIMITED,25400000,THOOTHUKUDI
L13209MH1965PLC291394,VEDANTA LIMITED,300000,CHITRADURGA
L13209MH1965PLC291394,VEDANTA LIMITED,33400000,JHARSUGUDA
L13209MH1965PLC291394,VEDANTA LIMITED,53000000,KALAHANDI
L13209MH1965PLC291394,VEDANTA LIMITED,2000000,RAYAGADA
L13209MH1965PLC291394,VEDANTA LIMITED,42800000,THOOTHUKUDI
L13209MH1965PLC291394,VEDANTA LIMITED,25400000,THOOTHUKUDI
L14100GJ1963SGC001206,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,428900000,AHMEDABAD
L14100GJ1963SGC001206,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,342600000,AHMEDABAD
L14100GJ1963SGC001206,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,109900000,BHARUCH
L14100GJ1963SGC001206,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,7100000,BHARUCH
L14100GJ1963SGC001206,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,2500000,GANDHINAGAR
L14101KA1989PLC062041,PACIFIC INDUSTRIES LIMITED,1100000,UDAIPUR
L14101KA1989PLC062041,PACIFIC INDUSTRIES LIMITED,2100000,UDAIPUR
L14101MH1945PLC256122,ASSOCIATED STONE INDUSTRIES (KOTAH) LIMITED,4400000,KOTA
L14101MH1945PLC256122,ASSOCIATED STONE INDUSTRIES (KOTAH) LIMITED,4600000,KOTA
L14101RJ1945PLC000283,ASSOCIATED STONE INDUSTRIES (KOTAH) LIMITED,4400000,KOTA
L14101RJ1945PLC000283,ASSOCIATED STONE INDUSTRIES (KOTAH) LIMITED,4600000,KOTA
L14101RJ1984PLC003134,ELEGANT MARBLES AND GRANI INDUSTRIES LIMITED,1100000,AJMER
L14101RJ1984PLC003134,ELEGANT MARBLES AND GRANI INDUSTRIES LIMITED,1000000,AJMER
L14101RJ1994PLC008930,INANI MARBLES AND INDUSTRIES LTD.,800000,CHITTORGARH
L14101RJ1994PLC008930,INANI MARBLES AND INDUSTRIES LTD.,1800000,CHITTORGARH
L14101RJ1994PLC008930,INANI MARBLES AND INDUSTRIES LTD.,900000,CHITTORGARH
L14101UP1977PLC021546,ORIENT BELL LIMITED,1900000,VARANASI
L14102TG1991PLC013299,POKARNA LIMITED,500000,HYDERABAD
L14102TG1991PLC013299,POKARNA LIMITED,1000000,NALGONDA
L14106UP1995PLC019017,JAIPRAKASH ASSOCIATES LIMITED,2900000,BHARUCH
L14106UP1995PLC019017,JAIPRAKASH ASSOCIATES LIMITED,13500000,BHARUCH
L14109GJ1989PLC012949,SHREEJI INDUSTRIES LIMITED,1000000,ERODE
L15110AP1961PLC000874,CCL PRODUCTS (INDIA) LIMITED,5500000,GUNTUR
L15110AP1961PLC000874,CCL PRODUCTS (INDIA) LIMITED,12300000,GUNTUR
L15110AP1961PLC000874,CCL PRODUCTS (INDIA) LIMITED,15900000,GUNTUR
L15110AP1961PLC000874,CCL PRODUCTS (INDIA) LIMITED,300000,HYDERABAD
L15122WB2007PLC162762,ASIAN HOTELS (EAST) LIMITED,5000000,DEHRADUN
L15122WB2007PLC162762,ASIAN HOTELS (EAST) LIMITED,6000000,SOLAN
L15133UR1990PLC023970,FLEX FOODS LIMITED,3000000,GAUTAM BUDDHA NAGAR
L15140GJ1991PLC016151,GUJARAT AMBUJA EXPORTS LIMITED,100000,AKOLA
L15140GJ1991PLC016151,GUJARAT AMBUJA EXPORTS LIMITED,1200000,HAVERI
L15140GJ1991PLC016151,GUJARAT AMBUJA EXPORTS LIMITED,100000,SABARKANTHA
L15140MH1933PLC002030,HINDUSTAN UNILEVER LIMITED,19600000,MUMBAI CITY
L15140MH1985PLC286828,FAIRCHEM SPECIALITY LIMITED,100000,AHMEDABAD
L15140MH1985PLC286828,FAIRCHEM SPECIALITY LIMITED,2700000,SURENDRANAGAR
L15140MH1986PLC038536,RUCHI SOYA INDUSTRIES LIMITED,1500000,INDORE
L15140MH1986PLC038536,RUCHI SOYA INDUSTRIES LIMITED,200000,NAGPUR
L15140MH1986PLC038536,RUCHI SOYA INDUSTRIES LIMITED,2000000,RAIGAD
L15140MH1986PLC038536,RUCHI SOYA INDUSTRIES LIMITED,1200000,RAIGAD
L15140MH1988PLC049208,MARICO LIMITED,2300000,CHENNAI
L15140MH1988PLC049208,MARICO LIMITED,9600000,JALORE
L15140MH1988PLC049208,MARICO LIMITED,4200000,MUZAFFARPUR
L15140MH1988PLC049208,MARICO LIMITED,3600000,UDAIPUR
L15142GJ1992PLC018745,GOKUL REFOILS AND SOLVENT LIMITED,1900000,PATAN
L15142RJ1987PLC004232,VIJAY SOLVEX LIMITED,500000,ALWAR
L15142TN1986PLC012780,AVT NATURAL PRODUCTS LIMITED,500000,CHENNAI
L15142TN1986PLC012780,AVT NATURAL PRODUCTS LIMITED,1300000,ERNAKULAM
L15142TN1986PLC012780,AVT NATURAL PRODUCTS LIMITED,100000,TUMKUR
L15142WB1974PLC029184,MINT INVESTMENTS LTD,600000,KOLKATA
L15142WB1974PLC029184,MINT INVESTMENTS LTD,700000,KOLKATA
L15142WB1974PLC029184,MINT INVESTMENTS LTD,700000,KOLKATA
L15201GJ1994PLC023490,ZYDUS WELLNESS LIMITED,19800000,AHMEDABAD
L15201GJ1994PLC023490,ZYDUS WELLNESS LIMITED,12900000,AHMEDABAD
L15204PN1992PLC070209,PARAG MILK FOODS LIMITED,700000,PUNE
L15209TG1992PLC014332,HERITAGE FOODS LIMITED,13800000,HYDERABAD
L15249UP1933PLC000511,DHAMPUR SUGAR MILLS LIMITED,500000,SAMBHAL
L15311DL1993PLC052624,DFM FOODS LIMITED,2500000,BIJNOR
L15311DL1993PLC052624,DFM FOODS LIMITED,1200000,BIJNOR
L15311DL1993PLC052624,DFM FOODS LIMITED,1500000,BIJNOR
L15311DL1993PLC052624,DFM FOODS LIMITED,600000,RAIGARH
L15311DL1993PLC052624,DFM FOODS LIMITED,300000,RAIGARH
L15314TN1961PLC004674,KLRF LIMITED,400000,COIMBATORE
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,400000,CHITTOOR
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,400000,CHITTOOR
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,600000,JALANDHAR
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,800000,JALANDHAR
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,300000,JALANDHAR
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,100000,JAMMU
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,4400000,KAPURTHALA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,4700000,KAPURTHALA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,4200000,KAPURTHALA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,500000,KUTCH
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,500000,LUDHIANA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,100000,LUDHIANA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,100000,LUDHIANA
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,200000,NIZAMABAD
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,200000,NIZAMABAD
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,100000,NIZAMABAD
L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,300000,PUNE
L15331KL1963PLC002028,KSE LIMITED,800000,PALAKKAD
L15331KL1963PLC002028,KSE LIMITED,5200000,THRISSUR
L15331KL1963PLC002028,KSE LIMITED,5100000,THRISSUR
L15400GJ1992PLC018365,FRESHTROP FRUITS LIMITED,800000,NASHIK
L15412WB1918PLC002964,BRITANNIA INDUSTRIES LTD,10500000,SHIMOGA
L15412WB1918PLC002964,BRITANNIA INDUSTRIES LTD,5100000,SHIMOGA
L15420AP1947PLC000326,THE ANDHRA SUGARS LIMITED,100000,MUMBAI CITY
L15420AP1947PLC000326,THE ANDHRA SUGARS LIMITED,9800000,WEST GODAVARI
L15420AP1947PLC000326,THE ANDHRA SUGARS LIMITED,24500000,WEST GODAVARI
L15421UP1971PLC003492,K M SUGAR MILLS LIMITED,2100000,LUCKNOW
L15421UP1971PLC003492,K M SUGAR MILLS LIMITED,2100000,LUCKNOW
L15421WB1975PLC030118,BALRAMPUR CHINI MILLS LTD,3700000,KOLKATA
L15491WB1945PLC012771,JAY SHREE TEA AND INDUSTRIES LIMITED,1000000,CACHAR
L15491WB1945PLC012771,JAY SHREE TEA AND INDUSTRIES LIMITED,800000,CACHAR
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,2200000,BANGALORE RURAL
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,1800000,BANGALORE RURAL
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,1200000,CHENNAI
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,1200000,CHENNAI
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,600000,HAVERI
L15491WB1962PLC031425,TATA GLOBAL BEVERAGES LIMITED,2000000,KOLKATA
L15491WB1997PLC082808,DHUNSERI INVESTMENTS LIMITED,2000000,KOLKATA
L15491WB1997PLC082808,DHUNSERI INVESTMENTS LIMITED,1600000,KOLKATA
L15492WB1924GOI004835,BALMER LAWRIE AND COMPANY LIMITED,100000,CHENNAI
L15499TN1986PLC012747,HATSUN AGRO PRODUCT LIMITED,10600000,CHENNAI
L15500MH1981PLC025809,G M BREWERIES LIMITED,2100000,PALGHAR
L15500MH1981PLC025809,G M BREWERIES LIMITED,400000,SAGAR
L15500WB1997PLC085661,DHUNSERI TEA & INDUSTRIES LIMITED,4300000,KOLKATA
L15500WB1997PLC085661,DHUNSERI TEA & INDUSTRIES LIMITED,3300000,KOLKATA
L15500WB1997PLC085661,DHUNSERI TEA & INDUSTRIES LIMITED,2000000,KOLKATA
L15511TN1983PLC010313,EMPEE DISTILLERIES LIMITED,2100000,CHENNAI
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,100000,AHMEDABAD
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,3100000,VADODARA
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,500000,VADODARA
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,2100000,VARANASI
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,4400000,VARANASI
L15549GJ2010PLC063283,MANPASAND BEVERAGES LIMITED,600000,VARANASI
L16001AP1993PLC095778,AVANTI FEEDS LIMITED,200000,VALSAD
L16001AP1993PLC095778,AVANTI FEEDS LIMITED,4600000,WEST GODAVARI
L16003WB2006PLC110039,RDB REALTY & INFRASTRUCTURE LIMITED,1600000,KOLKATA
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,11000000,DURG
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,10000000,DURG
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,15000000,SOUTH DELHI
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,15000000,SOUTH DELHI
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,400000,SRINAGAR
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,4400000,SRINAGAR
L16004MH1936PLC008587,GODFREY PHILLIPS INDIA LIMITED,5700000,SRINAGAR
L16008UP1983PLC006254,KOTHARI PRODUCTS LIMITED.,200000,KANPUR DEHAT
L16008UP1983PLC006254,KOTHARI PRODUCTS LIMITED.,15200000,KANPUR NAGAR
L17110GJ1913PLC000035,MAFATLAL INDUSTRIES LIMITED,1000000,MUMBAI CITY
L17110GJ1913PLC000035,MAFATLAL INDUSTRIES LIMITED,400000,THANE
L17110GJ1913PLC000035,MAFATLAL INDUSTRIES LIMITED,300000,VIDISHA
L17110GJ1919PLC000495,P B M POLYTEX LIMITED,2300000,ANAND
L17110GJ1919PLC000495,P B M POLYTEX LIMITED,1000000,VADODARA
L17110GJ1919PLC000495,P B M POLYTEX LIMITED,1600000,VADODARA
L17110GJ1919PLC000495,P B M POLYTEX LIMITED,200000,WARDHA
L17110GJ1931PLC000454,SINTEX INDUSTRIES LIMITED,92700000,AHMEDABAD
L17110GJ1931PLC000454,SINTEX INDUSTRIES LIMITED,200000,AHMEDABAD
L17110GJ1985PLC008206,VISHAL FABRICS LIMITED,11300000,AHMEDABAD
L17110GJ1986PLC008942,JINDAL WORLDWIDE LIMITED,8300000,AHMEDABAD
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,7900000,EAST GODAVARI
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,1100000,NASHIK
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,5000000,NEW DELHI
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,1276000000,RAIGAD
L17111GJ1979PLC003463,GARDEN SILK MILLS LIMITED,1200000,SURAT
L17111GJ1979PLC003463,GARDEN SILK MILLS LIMITED,1600000,SURAT
L17111GJ2003PLC043354,CIL NOVA PETROCHEMICALS LIMITED,2500000,AHMEDABAD
L17111HP1982PLC016465,DEEPAK SPINNERS LTD,100000,CHANDIGARH
L17111HP1982PLC016465,DEEPAK SPINNERS LTD,100000,GUNA
L17111PB1962PLC002463,VARDHMAN HOLDINGS LIMITED,5000000,LUDHIANA
L17111PB1962PLC002463,VARDHMAN HOLDINGS LIMITED,500000,LUDHIANA
L17111PB1973PLC003345,VARDHMAN TEXTILES LIMITED,2600000,LUDHIANA
L17111PB1973PLC003345,VARDHMAN TEXTILES LIMITED,400000,MOGA
L17111PB1973PLC003345,VARDHMAN TEXTILES LIMITED,60000000,SEHORE
L17111RJ1992PLC006987,NITIN SPINNERS LIMITED,3500000,BHILWARA
L17111RJ1992PLC006987,NITIN SPINNERS LIMITED,10700000,BHILWARA
L17111RJ1992PLC006987,NITIN SPINNERS LIMITED,3600000,BHILWARA
L17111TN1936PLC002298,RAJAPALAYAM MILLS LIMITED,300000,VIRUDHUNAGAR
L17111TN1936PLC002298,RAJAPALAYAM MILLS LIMITED,15300000,VIRUDHUNAGAR
L17111TN1946PLC001361,LOYAL TEXTILE MILLS LIMITED,6300000,MADURAI
L17111TN1946PLC003270,VTM LIMITED,2500000,MADURAI
L17111TN1946PLC003270,VTM LIMITED,2700000,MADURAI
L17111TN1946PLC003270,VTM LIMITED,100000,VIRUDHUNAGAR
L17111TZ1946PLC000188,SRI KANNAPIRAN MILLS LIMITED,1200000,COIMBATORE
L17111TZ1973PLC000675,SAMBANDAM SPINNING MILLS LIMITED,1200000,SALEM
L17111TZ1973PLC000675,SAMBANDAM SPINNING MILLS LIMITED,500000,SALEM
L17111TZ1973PLC000675,SAMBANDAM SPINNING MILLS LIMITED,300000,SALEM
L17111TZ1981PLC001109,SUPER SALES INDIA LIMITED,4300000,COIMBATORE
L17111TZ1981PLC001109,SUPER SALES INDIA LIMITED,300000,COIMBATORE
L17111TZ1981PLC001109,SUPER SALES INDIA LIMITED,1000000,COIMBATORE
L17111TZ1981PLC001109,SUPER SALES INDIA LIMITED,3500000,RAMANATHAPURAM
L17111TZ1989PLC002476,BANNARI AMMAN SPINNING MILLS LIMITED,400000,COIMBATORE
L17111TZ1989PLC002476,BANNARI AMMAN SPINNING MILLS LIMITED,300000,DINDIGUL
L17111TZ1989PLC002476,BANNARI AMMAN SPINNING MILLS LIMITED,500000,DINDIGUL
L17111TZ2003PLC010518,K.P.R. MILL LIMITED,100000,CHENNAI
L17111TZ2003PLC010518,K.P.R. MILL LIMITED,38700000,COIMBATORE
L17111TZ2003PLC010518,K.P.R. MILL LIMITED,33900000,COIMBATORE
L17111TZ2003PLC010518,K.P.R. MILL LIMITED,100000,ERODE
L17111TZ2003PLC010518,K.P.R. MILL LIMITED,400000,ERODE
L17111UP1974PLC003979,JINDAL POLY FILMS LIMITED,1100000,NASHIK
L17115HP1980PLC005647,WINSOME TEXTILE INDUSTRIES LIMITED,5300000,SOLAN
L17115PB1979PLC003994,SHREYANS INDUSTRIES LIMITED,900000,LUDHIANA
L17115PB1993PLC013930,BHANDARI HOSIERY EXPORTS LTD,800000,LUDHIANA
L17115RJ1960PLC008216,RSWM LIMITED,200000,BHILWARA
L17115RJ1960PLC008216,RSWM LIMITED,300000,BHILWARA
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,1000000,CHENNAI
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,4700000,COIMBATORE
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,300000,COIMBATORE
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,1400000,COIMBATORE
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,7600000,DINDIGUL
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,10100000,DINDIGUL
L17115TZ1988PLC002269,AMBIKA COTTON MILLS LIMITED,7800000,DINDIGUL
L17115TZ1992PLC003798,K G DENIM LIMITED,400000,CHENNAI
L17115TZ1992PLC003798,K G DENIM LIMITED,4200000,COIMBATORE
L17116MH1978PLC020451,SIYARAM SILK MILLS LIMITED,21300000,PALGHAR
L17116MH1978PLC020451,SIYARAM SILK MILLS LIMITED,300000,THANE
L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,5600000,BHILWARA
L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,2300000,BHILWARA
L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,400000,BHILWARA
L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,2100000,JAIPUR
L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,500000,UDAIPUR
L17119GJ1931PLC000093,ARVIND LIMITED,80600000,AHMEDABAD
L17119GJ1931PLC000093,ARVIND LIMITED,72700000,AHMEDABAD
L17119GJ1931PLC000093,ARVIND LIMITED,2400000,VADODARA
L17119GJ1945PLC000214,SURAT TEXTILE MILLS LIMITED,500000,SURAT
L17119GJ1945PLC000214,SURAT TEXTILE MILLS LIMITED,500000,SURAT
L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),100000,KOLKATA
L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),100000,KOLKATA
L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),300000,SURAT
L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),100000,SURAT
L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),200000,SURAT
L17119WB1992PLC054454,GLOSTER LIMITED,5000000,KOLKATA
L17119WB1992PLC054454,GLOSTER LIMITED,700000,KOLKATA
L17120AP1962PLC000923,SURYA LAKSHMI COTTON MILLS LTD,100000,NAGPUR
L17120DN1994PLC000387,EMMBI INDUSTRIES LIMITED,200000,KOLKATA
L17120MH1871PLC000005,PENINSULA LAND LIMITED,100000,BHARUCH
L17120MH1871PLC000005,PENINSULA LAND LIMITED,900000,BHARUCH
L17120MH1871PLC000005,PENINSULA LAND LIMITED,900000,BHARUCH
L17120MH1871PLC000005,PENINSULA LAND LIMITED,5000000,JHUNJHUNU
L17120MH1871PLC000005,PENINSULA LAND LIMITED,7000000,JHUNJHUNU
L17120MH1871PLC000005,PENINSULA LAND LIMITED,8000000,JHUNJHUNU
L17120MH1871PLC000005,PENINSULA LAND LIMITED,200000,MUMBAI CITY
L17120MH1871PLC000005,PENINSULA LAND LIMITED,6700000,NAGPUR
L17120MH1871PLC000005,PENINSULA LAND LIMITED,5200000,NAGPUR
L17120MH1871PLC000005,PENINSULA LAND LIMITED,4300000,NAGPUR
L17120MH1871PLC000005,PENINSULA LAND LIMITED,500000,NASHIK
L17120MH1871PLC000005,PENINSULA LAND LIMITED,1100000,NASHIK
L17120MH1871PLC000005,PENINSULA LAND LIMITED,400000,PUNE
L17120MH1871PLC000005,PENINSULA LAND LIMITED,1000000,PUNE
L17120MH1871PLC000005,PENINSULA LAND LIMITED,800000,PUNE
L17120MH1871PLC000005,PENINSULA LAND LIMITED,3300000,RAIGAD
L17120MH1871PLC000005,PENINSULA LAND LIMITED,1000000,RAIGAD
L17120MH1871PLC000005,PENINSULA LAND LIMITED,700000,THANE
L17120MH1879PLC000037,THE BOMBAY DYEING AND MANUFACTURING COMPANY LIMITED,3800000,JAMMU
L17120MH1933PLC002031,MODERN INDIA LIMITED,300000,JHUNJHUNU
L17120MH1933PLC002031,MODERN INDIA LIMITED,400000,JHUNJHUNU
