CIN,COMPANY,AMOUNT,DISTRICT
,PUBMATIC INDIA PRIVATE LIMITED,1400000,PUNE
,PUSHPAK STEEL INDUSTRIES PRIVATE LIMITED,1400000,PUNE
,DST WORLDWIDE SERVICES INDIA PRIVATELIMITED,1400000,PUNE
,INTERVET INDIA PRIVATE LIMITED,1500000,PUNE
,FANUC INDIA PRIVATE LIMITED,1500000,PUNE
,GRACE DAVISON CHEMICALS INDIA PRIVATE LIMITED,1500000,PUNE
,EPPENDORF INDIA LIMITED,1500000,PUNE
,AVAKASH PROPERTIES PRIVATE LIMITED,1500000,PUNE
,GESTAMP AUTOMOTIVE INDIA PRIVATE LIMITED,1500000,PUNE
,CYTEL STATISTICAL SOFTWARE & SERVICES PRIVATE LIMITED,1500000,PUNE
,SHRO SYSTEMS PRIVATE LIMITED,1500000,PUNE
,KESARI TOURS PRIVATE LIMITED,1500000,PUNE
,ATMAJA DEVELOPERS PRIVATE LIMITED,1500000,PUNE
,ARYA OMNITALK WIRELESS SOLUTIONS PRIVATE LIMITED,1500000,PUNE
,GOEL GANGA DEVELOPERS (INDIA) PRIVATE LIMITED,1600000,PUNE
,EXL SERVICE.COM(INDIA) PRIVATE LIMITED,1600000,PUNE
,INDAPUR DAIRY AND MILK PRODUCTS LIMITED,1600000,PUNE
,GARDENIA COSMOCARE PRIVATE LIMITED,1600000,PUNE
,NATIONAL STOCK EXCHANGE OF INDIA LTD.,1600000,PUNE
,SAGITEC SOLUTION PVT LIMITED,1700000,PUNE
,YAMAZAKI MAZAK INDIA PRIVATE LIMITED,1800000,PUNE
,BLACK & VEATCH PRIVATE LIMITED,1900000,PUNE
,ORIENT BLACKSWAN PRIVATE LIMITED,1900000,PUNE
,METRO GLOBAL BUSINESS SERVICES PRIVATE LIMITED,1900000,PUNE
,LINK INTIME INDIA PRIVATE LIMITED,2000000,PUNE
,SUMA SOFT PRIVATE LIMITED,2000000,PUNE
,SJ CONTRACTS PRIVATE LIMITED,2100000,PUNE
,CASTLE SHIPS PRIVATE LIMITED,2200000,PUNE
,NELSON GLOBAL PRODUCTS INDIA PRIVATE LIMITED,2200000,PUNE
,BOBST INDIA PRIVATE LIMITED,2400000,PUNE
,INAUTIX TECHNOLOGIES INDIA PRIVATE LIMITED,2400000,PUNE
,GALLAGHER OPERATIONS SUPPORT SERVICES PRIVATE LIMITED,2500000,PUNE
,MAGARPATTA TOWNSHIP DEVELOPMENT AND CONSTRUCTION COMPANY LIMITED,2500000,PUNE
,GREAT SOFTWARE LABORATORY PRIVATE LIMITED,2500000,PUNE
,DAR AL-HANDASAH CONSULTANTS (SHAIR & PARTNERS) INDIA PRIVATE LIMITED,2500000,PUNE
,TALENTICA SOFTWARE (INDIA) PVT LTD,2500000,PUNE
,NERUL IMPEX PRIVATE LIMITED,2500000,PUNE
,KALYANI CARPENTER SPECIAL STEELS PRIVATE  LIMITED,2500000,PUNE
,GENERIC HEALTHCARE PRIVATE LIMITED,2600000,PUNE
,INDUSTRIAL METAL POWDERS (INDIA) PRIVATE LIMITED,2600000,PUNE
,ARMSTRONG WORLD INDUSTRIES (INDIA) PRIVATE LIMITED,2600000,PUNE
,HALLIBURTON TECHNOLOGY INDIA PRIVATE LIMITED,2800000,PUNE
,INA BEARINGS INDIA PRIVATE LIMITED,2800000,PUNE
,KRYSTAL INTEGRATED SERVICES PRIVATE LIMITED,3000000,PUNE
,BARAMATI AGRO LIMITED,3000000,PUNE
,HARBINGER SYSTEMS PRIVATE LIMITED,3100000,PUNE
,SAS RESEARCH AND DEVELOPMENT (INDIA) PRIVATE LIMITED,3100000,PUNE
,GE INDIA BUSINESS SERVICES PRIVATE LIMITED,3100000,PUNE
,HINDUSTAN THOMPSON ASSOCIATES PRIVATELIMITED,3200000,PUNE
,DIPCO PRIVATE LIMITED,3500000,PUNE
,KEIHIN FIE PRIVATE LIMITED,3600000,PUNE
,BITWISE SOLUTIONS PRIVATE LIMITED,3700000,PUNE
,VISHAY COMPONENTS INDIA PRIVATE LIMITED,3800000,PUNE
,IL&FS FINANCIAL SERVICES LIMITED,3800000,PUNE
,KABRA EXTRUSION TECHNIK LTD,4000000,PUNE
,VENCO RESEARCH AND BREEDING FARM PRIVATE  LIMITED,4100000,PUNE
,SYMANTEC SOFTWARE INDIA PRIVATE LIMITED,4300000,PUNE
,ZYLOG PLASTALLOYS PRIVATE LIMITED,4500000,PUNE
,DSM INDIA PRIVATE LIMITED,4500000,PUNE
,SYNECHRON TECHNOLOGIES PRIVATE LIMITED,4600000,PUNE
,BNY MELLON INTERNATIONAL OPERATIONS (INDIA) PRIVATE LIMITED,5600000,PUNE
,OERLIKON BALZERS COATING INDIA PRIVATE LIMITED,5700000,PUNE
,VENKYS (INDIA) LIMITED,6000000,PUNE
,BRIDGESTONE INDIA PRIVATE LIMITED,6100000,PUNE
,LARSEN & TOUBRO INFOTECH LIMITED,7000000,PUNE
,VOLKSWAGEN INDIA PRIVATE LIMITED,7200000,PUNE
,FLEXTRONICS TECHNOLOGIES (INDIA) PRIVATE  LIMITED,7200000,PUNE
,HYVA (INDIA) PRIVATE LIMITED,8000000,PUNE
,BMC SOFTWARE INDIA PRIVATE LIMITED,8400000,PUNE
,FISERV INDIA PRIVATE LIMITED,9400000,PUNE
,SYNERZIP SOFTECH INDIA PRIVATE LIMITED,9600000,PUNE
,AKER POWERGAS SUBSEA PRIVATE LIMITED,9600000,PUNE
,SAMARTH LIFE SCIENCES PRIVATE LIMITED,10000000,PUNE
,GAGANDEEP CREDIT CAPITAL PRIVATE LIMITED,10000000,PUNE
,DAUND SUGAR PRIVATE LIMITED,10000000,PUNE
,NVIDIA GRAPHICS PRIVATE LIMITED,12600000,PUNE
,CREDIT SUISSE SERVICES (INDIA) PRIVATE LIMITED,14200000,PUNE
,YARDI SOFTWARE INDIA PRIVATE LIMITED,16800000,PUNE
,AVAYA INDIA PRIVATE LIMITED,21500000,PUNE
,HONEYWELL TURBO TECHNOLOGIES (INDIA) PRIVATE LIMITED,27200000,PUNE
,MERCEDES-BENZ INDIA PRIVATE LIMITED,34500000,PUNE
,EATON TECHNOLOGIES PRIVATE LIMITED,37500000,PUNE
,PRESCIENT SECURITIES PRIVATE LIMITED,80000000,PUNE
,PRESCIENT WEALTH MANAGEMENT PRIVATE LIMITED,132200000,PUNE
,ZYLOG PLASTALLOYS PRIVATE LIMITED,100000,PUNE
,HYMECH ENGINEERS PVT LTD,100000,PUNE
,XPANXION INTERNATIONAL PRIVATE LIMITED,100000,PUNE
,GLOBANT INDIA PRIVATE LIMITED,100000,PUNE
,SUNGARD SOLUTIONS SOFTWARE (INDIA) PRIVATE LIMITED,100000,PUNE
,PRORIGO SOFTWARE PRIVATE LIMITED,100000,PUNE
,DISCOVERY WEALTH MANAGEMENT SERVICES PRIVATE LIMITED,100000,PUNE
,DBXENTO SYSTEMS PRIVATE LIMITED,100000,PUNE
,ADVIK HI-TECH PRIVATE LIMITED,200000,PUNE
,VULKAN TECHNOLOGIES PRIVATE LIMITED,200000,PUNE
,VENTURA ( INDIA ) PRIVATE LIMITED,200000,PUNE
,CREDIT POINTE SERVICES PRIVATE LIMITED,200000,PUNE
,IGOPL OFFSHORE PRIVATE LIMITED,200000,PUNE
,VIBGYOR INVESTORS & DEVELOPERS PVT LTD,200000,PUNE
,INDIANA GRATINGS PRIVATE LIMITED,200000,PUNE
,LINK INTIME INDIA PRIVATE LIMITED,200000,PUNE
,COMPUCOM-CSI SYSTEMS INDIA PRIVATE LIMITED,300000,PUNE
,BARAMATI CATTLEFEEDS PVT LTD,300000,PUNE
,EXFO ELECTRO-OPTICAL ENGINEERING INDIA PRIVATE LIMITED,300000,PUNE
,SYNECHRON TECHNOLOGIES PRIVATE LIMITED,400000,PUNE
,SG ANALYTICS PRIVATE LIMITED,400000,PUNE
,SAAMA TECHNOLOGIES (INDIA) PRIVATE LIMITED,500000,PUNE
,MTL INSTRUMENTS PRIVATE LIMITED,500000,PUNE
,ADAR POONAWALLA FINVEST PVT LTD,500000,PUNE
,TIETO IT SERVICES INDIA PRIVATE LIMITED,500000,PUNE
,VECTOR MANAGEMENT CONSULTING PRIVATE LIMITED.,500000,PUNE
,JOHNSON CONTROLS AUTOMOTIVE LIMITED,500000,PUNE
,MAHARASHTRA ENVIRO POWER LIMITED,600000,PUNE
,FETTE COMPACTING MACHINERY INDIA PRIVATE LIMITED,600000,PUNE
,MEGGER (INDIA) PRIVATE LIMITED,600000,PUNE
,ACG PAMPAC MACHINES PRIVATE LIMITED,600000,PUNE
,GREENSPAN AGRI-TECH PRIVATE LIMITED,600000,PUNE
,SLK GLOBAL BPO SERVICES PRIVATE LIMITED,600000,PUNE
,NIDEC INDUSTRIAL AUTOMATION INDIA PRIVATE LIMITED,700000,PUNE
,ALLSCRIPTS (INDIA) PRIVATE LIMITED,700000,PUNE
,TRP SEALING SYSTEMS (INDIA) PRIVATE LIMITED,700000,PUNE
,INDAPUR DAIRY AND MILK PRODUCTS LIMITED,800000,PUNE
,FUTURA BIOPLANTS PRIVATE LIMITED,800000,PUNE
,BAGEECHA GLADES PRIVATE LIMITED,800000,PUNE
,GENERAL INDUSTRIAL CONTROLS PVT LTD,900000,PUNE
,HARBINGER SYSTEMS PRIVATE LIMITED,900000,PUNE
,DECCAN MECHANICAL AND CHEMICAL INDUSTRIES PRIVATE LIMITED,1000000,PUNE
,CREST PREMEDIA SOLUTIONS PRIVATE LIMITED,1100000,PUNE
,RATILAL BHAGWANDAS CONSTRUCTION COMPANY P LTD,1100000,PUNE
,POONA SHIMS PVT LTD,1200000,PUNE
,MRC TRANSOLUTIONS PRIVATE LIMITED,1200000,PUNE
,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION,1200000,PUNE
,GRACE DAVISON CHEMICALS INDIA PRIVATE LIMITED,1200000,PUNE
,HALLIBURTON TECHNOLOGY INDIA PRIVATE LIMITED,1300000,PUNE
,CALSOFT PRIVATE LIMITED,1300000,PUNE
,GREAT SOFTWARE LABORATORY PRIVATE LIMITED,1300000,PUNE
,TALENTICA SOFTWARE (INDIA) PVT LTD,1300000,PUNE
,NATIONAL STOCK EXCHANGE OF INDIA LTD.,1300000,PUNE
,SUNGARD SOLUTIONS (INDIA) PRIVATE LIMITED,1400000,PUNE
,KF BIOPLANTS PRIVATE LIMITED,1400000,PUNE
,PUBMATIC INDIA PRIVATE LIMITED,1400000,PUNE
,MERCEDES-BENZ INDIA PRIVATE LIMITED,1400000,PUNE
,VAISHNO DEVI DAIRY PRODUCTS LIMITED,1400000,PUNE
,ARYA OMNITALK WIRELESS SOLUTIONS PRIVATE LIMITED,1500000,PUNE
,EPPENDORF INDIA LIMITED,1500000,PUNE
,SHIVSAGAR BIDI WORKS PVT LTD,1600000,PUNE
,NELSON GLOBAL PRODUCTS INDIA PRIVATE LIMITED,1800000,PUNE
,METRO GLOBAL BUSINESS SERVICES PRIVATE LIMITED,1900000,PUNE
,YAMAZAKI MAZAK INDIA PRIVATE LIMITED,2000000,PUNE
,GALLAGHER OPERATIONS SUPPORT SERVICES PRIVATE LIMITED,2000000,PUNE
,DELOITTE SHARED SERVICES INDIA PRIVATE LIMITED,2000000,PUNE
,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,2200000,PUNE
,CHANDUKAKA SARAF AND SONS PRIVATE LIMITED,2400000,PUNE
,BITWISE SOLUTIONS PRIVATE LIMITED,2600000,PUNE
,INDUSTRIAL METAL POWDERS (INDIA) PRIVATE LIMITED,2600000,PUNE
,UNIFRAX INDIA PRIVATE LIMITED,2700000,PUNE
,BOBST INDIA PRIVATE LIMITED,2800000,PUNE
,TIETO SOFTWARE TECHNOLOGIES LIMITED,2900000,PUNE
,CREDIT SUISSE SERVICES (INDIA) PRIVATE LIMITED,2900000,PUNE
,NVIDIA GRAPHICS PRIVATE LIMITED,3000000,PUNE
,KABRA EXTRUSION TECHNIK LTD,3000000,PUNE
,DIPCO PRIVATE LIMITED,3500000,PUNE
,VENCO RESEARCH AND BREEDING FARM PRIVATE  LIMITED,3800000,PUNE
,CLIX CAPITAL SERVICES PRIVATE LIMITED,4500000,PUNE
,EATON INDUSTRIES PRIVATE LIMITED,4700000,PUNE
,BARAMATI AGRO LIMITED,5000000,PUNE
,VENKYS (INDIA) LIMITED,7000000,PUNE
,SABLE WAGHIRE AND CO PRIVATE LIMITED,9400000,PUNE
,SYNERZIP SOFTECH INDIA PRIVATE LIMITED,9600000,PUNE
,BNY MELLON INTERNATIONAL OPERATIONS (INDIA) PRIVATE LIMITED,10100000,PUNE
,HONEYWELL TURBO TECHNOLOGIES (INDIA) PRIVATE LIMITED,22800000,PUNE
,PRESCIENT SECURITIES PRIVATE LIMITED,100000000,PUNE
,GAGANDEEP CREDIT CAPITAL PRIVATE LIMITED,250000000,PUNE
,DIAMOND BEVERAGES PVT. LTD.,6000000,PURBA MEDINIPUR
,CUPRUM BAGRODIA LIMITED,200000,PURI
,S-CCI INDIA PRIVATE LIMITED,900000,PURNIA
,PRIMAVERA MANUFACTURING COMPANY PRIVATE LIMITED,1800000,PURNIA
,PRIMAVERA MANUFACTURING COMPANY PRIVATE LIMITED,3600000,PURNIA
,VISION SPONGE IRON PRIVATE LIMITED,500000,PURULIA
,BSL LTD,1200000,PURULIA
,NATIONAL SCHEDULED TRIBES FINANCE AND DEVELOPMENT CORPORATION CO U S 25,1800000,PURULIA
,CLIFFORD CHANCE BUSINESS SERVICES PRIVATE LIMITED,1900000,PURULIA
,STAR PIPE PRODUCTS (INDIA) PRIVATE LIMITED,300000,PURULIA
,TPSC (INDIA) PRIVATE LIMITED,300000,PURULIA
,VISION SPONGE IRON PRIVATE LIMITED,600000,PURULIA
,RAILTEL CORPORATION OF INDIA LIMITED,2200000,PURULIA
,COAL INDIA LTD GOVT OF INDIA UNDERTAKING,32800000,PURULIA
,STAR PIPE PRODUCTS (INDIA) PRIVATE LIMITED,300000,PURULIA
,WEST BENGAL INDUSTRIAL DEVELOPMENT CORPN  LTD,800000,PURULIA
,VISION SPONGE IRON PRIVATE LIMITED,1100000,PURULIA
,COAL INDIA LTD GOVT OF INDIA UNDERTAKING,32800000,PURULIA
,KARNATAKA STATE MINERALS CORPORATION LIMITED,500000,RAICHUR
,SYNOPSYS (INDIA) PRIVATE LIMITED,4400000,RAICHUR
,ARRIS GROUP INDIA PRIVATE LIMITED,300000,RAICHUR
,FOREVER LIVING IMPORTS (INDIA) PRIVATE LIMITED,100000,RAIGAD
,P.P.KHARPATIL CONSTRUCTIONS PRIVATE LIMITED,100000,RAIGAD
,PREMIUM CHICK FEEDS PRIVATE LIMITED,200000,RAIGAD
,HINDUSTAN COPPER LTD,300000,RAIGAD
,TECHNO PRODUCTS BOMBAY PVT LTD,400000,RAIGAD
,HEMA DYECHEM PRIVATE LIMITED,1100000,RAIGAD
,ANSHUL SPECIALTY MOLECULES PRIVATE LIMIT ED,1500000,RAIGAD
,OCEAN GATE CONTAINER TERMINALS PRIVATE LIMITED,1600000,RAIGAD
,LONA INDUSTRIES LIMITED,3500000,RAIGAD
,DHL EXPRESS (INDIA) PRIVATE LIMITED,7500000,RAIGAD
,DHL LOGISTICS PRIVATE LIMITED,7500000,RAIGAD
,NOMURA FINANCIAL ADVISORY AND SECURITIES  (INDIA) PRIVATE LIMITED,12300000,RAIGAD
,TEXAS INSTRUMENTS (INDIA) PRIVATE LIMITED,200000,RAIGAD
,LONA INDUSTRIES LIMITED,2000000,RAIGAD
,J M MHATRE INFRA PRIVATE LIMITED,5400000,RAIGAD
,CHT (INDIA) PRIVATE LIMITED,300000,RAIGAD
,J M MHATRE INFRA PRIVATE LIMITED,1800000,RAIGAD
,EPIC ALLOY STEEL PRIVATE LIMITED,500000,RAIGARH
,HEWLETT PACKARD (INDIA) SOFTWARE OPERATION PRIVATE LIMITED,2800000,RAIGARH
,NALWA STEEL AND POWER LIMITED,6100000,RAIGARH
,ERUDITE EDUVENTURES PRIVATE LIMITED,100000,RAIPUR
,BARBRIK PROJECT LIMITED,300000,RAIPUR
,A P I ISPAT AND POWERTECH PRIVATE LIMITED,500000,RAIPUR
,GOYAL ENERGY AND STEEL PRIVATE LIMITED,700000,RAIPUR
,SHREEJIKRUPA PROJECT LIMITED,800000,RAIPUR
,BRIGHTCAREER CONSULTANCY SERVICES PRIVATE LIMITED,1100000,RAIPUR
,DEE VEE PROJECTS LIMITED,1300000,RAIPUR
,KIMS SUPER SPECIALITY HOSPITAL PRIVATE LIMITED,1500000,RAIPUR
,SHIVALAY ISPAT AND POWER PRIVATE LIMITED,1600000,RAIPUR
,RIAAN VENTURES PRIVATE LIMITED,1800000,RAIPUR
,VIMLA INFRASTRUCTURE (INDIA) PRIVATE LIMITED,2400000,RAIPUR
,REAL ISPAT AND POWER LIMITED,6500000,RAIPUR
,DOOSAN POWER SYSTEMS INDIA PRIVATE LIMITED,100000,RAIPUR
,RAIPUR COAL FEEDER PRIVATE LIMITED,300000,RAIPUR
,SUMEET GEMS AND JEWELLERS PRIVATE LIMITED,300000,RAIPUR
,A P I ISPAT AND POWERTECH PRIVATELIMITED,700000,RAIPUR
,SHRADHA INFRAPROJECTS (NAGPUR) LIMITED,1000000,RAIPUR
,BRIGHTCAREER CONSULTANCY SERVICES PRIVATE LIMITED,1200000,RAIPUR
,SHIVALAY ISPAT AND POWER PRIVATE LIMITED,1200000,RAIPUR
,VAST INTEGRATED SERVICES LIMITED,1800000,RAIPUR
,KIMS SUPER SPECIALITY HOSPITAL PRIVATE LIMITED,3000000,RAIPUR
,VIMLA INFRASTRUCTURE (INDIA) PRIVATE LIMITED,3000000,RAIPUR
,REAL ISPAT AND POWER LIMITED,3100000,RAIPUR
,RIAAN VENTURES PRIVATE LIMITED,3600000,RAIPUR
,KSK MINERAL RESOURCES PRIVATE LIMITED,5000000,RAIPUR
,NUVOCO VISTAS CORPORATION LIMITED,17500000,RAIPUR
,SHRI ASHUTOSH STRUCTURES PRIVATE LIMITED,1100000,RAIPUR
,BRIGHTCAREER CONSULTANCY SERVICES PRIVATE LIMITED,2000000,RAIPUR
,MAKSON NUTRITION FOOD INDIA PRIVATE LIMITED,100000,RAISEN
,MAKSON HEALTH CARE PRIVATE LIMITED,2900000,RAISEN
,MAPAEX REMEDIES PRIVATE LIMITED,5000000,RAISEN
,M.P. AGROTONICS LIMITED,1800000,RAISEN
,M.P. AGROTONICS LIMITED,600000,RAISEN
,M.P. AGROTONICS LIMITED,600000,RAISEN
,BHOPAL GLUES AND CHEMICALS PVT LTD,3400000,RAJGARH
,ESSEN SPECIALITY FILMS PRIVATE LIMITED,100000,RAJKOT
,PHOENIX PROJECTS PRIVATE LIMITED,200000,RAJKOT
,HIMALAYA MACHINERY PRIVATE LIMITED,200000,RAJKOT
,PELICAN ROTOFLEX PRIVATE LIMITED,300000,RAJKOT
,IRON TRIANGLE LIMITED,300000,RAJKOT
,SUPACK INDUSTRIES PRIVATE LIMITED,400000,RAJKOT
,SHREE MARUTI COURIER SERVICES PRIVATE LIMITED,400000,RAJKOT
,ZEALTOP GRANITO PRIVATE LIMITED,500000,RAJKOT
,JSIW INFRASTRUCTURE PRIVATE LIMITED,500000,RAJKOT
,VARMORA GRANITO PRIVATE LIMITED,600000,RAJKOT
,PATEL INFRASTRUCTURE PRIVATE LIMITED,700000,RAJKOT
,SHREEJIKRUPA PROJECT LIMITED,700000,RAJKOT
,BALAJI MULTIFLEX PRIVATE LIMITED,900000,RAJKOT
,SPECTRUM JOHNSON TILES PRIVATE LIMITED,900000,RAJKOT
,ESSEN MULTIPACK LIMITED,1100000,RAJKOT
,SEARCE COSOURCING SERVICE PRIVATE LIMITED,1300000,RAJKOT
,GUJARAT FORGINGS PRIVATE LIMITED,1500000,RAJKOT
,MARWADI COMMODITY BROKER PRIVATE LIMITED,1500000,RAJKOT
,PRASHANT CASTINGS PRIVATE LIMITED,3200000,RAJKOT
,PRASHANT CASTECH PRIVATE LIMITED,3300000,RAJKOT
,FM PBW BEARINGS PRIVATE LIMITED,3400000,RAJKOT
,TURBO BEARINGS PRIVATE LIMITED,4100000,RAJKOT
,KALAMANDIR JEWELLERS LIMITED,6000000,RAJKOT
,MACO CORPORATION (INDIA) PRIVATE LIMITED,7100000,RAJKOT
,BALAJI WAFERS PRIVATE LIMITED,26500000,RAJKOT
,IRON TRIANGLE LIMITED,200000,RAJKOT
,KUNAL STRUCTURE (INDIA) PRIVATE LIMITED,200000,RAJKOT
,CLASSIC NETWORK PRIVATE LIMITED,200000,RAJKOT
,MARWADI COMMODITY BROKER PRIVATE LIMITED,400000,RAJKOT
,BENGAL FINANCE AND INVESTMENT PRIVATE LIMITED,600000,RAJKOT
,SUPACK INDUSTRIES PRIVATE LIMITED,800000,RAJKOT
,MACO CORPORATION (INDIA) PRIVATE LIMITED,1000000,RAJKOT
,SHREE MARUTI COURIER SERVICES PRIVATE LIMITED,1300000,RAJKOT
,ESSEN MULTIPACK LIMITED,1400000,RAJKOT
,PATEL INFRASTRUCTURE PRIVATE LIMITED,1500000,RAJKOT
,PRASHANT CASTECH PRIVATE LIMITED,1800000,RAJKOT
,TURBO BEARINGS PRIVATE LIMITED,2300000,RAJKOT
,FM PBW BEARINGS PRIVATE LIMITED,3700000,RAJKOT
,KALAMANDIR JEWELLERS LIMITED,6000000,RAJKOT
,BALAJI WAFERS PRIVATE LIMITED,8400000,RAJKOT
,ESSEN MULTIPACK LIMITED,300000,RAJKOT
,BENGAL FINANCE AND INVESTMENT PRIVATE LIMITED,600000,RAJKOT
,PRASHANT CASTECH PRIVATE LIMITED,1300000,RAJKOT
,MARWADI COMMODITY BROKER PRIVATE LIMITED,1800000,RAJKOT
,FM PBW BEARINGS PRIVATE LIMITED,3700000,RAJKOT
,VIMLA INFRASTRUCTURE (INDIA) PRIVATE LIMITED,2500000,RAJNANDGAON
,MIRAJ BUSINESS DEVELOPMENT PRIVATE LIMITED,1300000,RAJSAMAND
,UNITED INFOPLANET PRIVATE LIMITED,2000000,RAJSAMAND
,BLACKBERRY INDIA PRIVATE LIMITED,3600000,RAJSAMAND
,TOYODA GOSEI SOUTH INDIA PRIVATE LIMITED,1900000,RAMANAGARA
,SASKEN TECHNOLOGIES LIMITED,5500000,RAMANAGARA
,ETA KARNATAKA ESTATES LIMITED,7200000,RAMANATHAPURAM
,ETA CONSTRUCTIONS(INDIA) LIMITED,1800000,RAMANATHAPURAM
,LURE LIQUORS PRIVATE LIMITED,700000,RAMPUR
,PENSOL INDUSTRIES LIMITED,100000,RANCHI
,KELVION INDIA PRIVATE LIMITED,500000,RANCHI
,RODIC CONSULTANTS PRIVATE LIMITED,600000,RANCHI
,PASA RESOURCES PRIVATE LIMITED,700000,RANCHI
,NBCC (INDIA) LIMITED,800000,RANCHI
,MANIKARAN POWER LIMITED.,800000,RANCHI
,CLSA INDIA PRIVATE LIMITED,1800000,RANCHI
,NATIONAL INSURANCE CO LTD,2500000,RANCHI
,RAM KRIPAL SINGH CONSTRUCTION PRIVATE LIMITED,3000000,RANCHI
,IGOPL OFFSHORE PRIVATE LIMITED,100000,RANCHI
,KELVION INDIA PRIVATE LIMITED,200000,RANCHI
,DYNAMIC PRESTRESS PROJECTS AND SERVICES PRIVATE LIMITED,300000,RANCHI
,RODIC CONSULTANTS PRIVATE LIMITED,300000,RANCHI
,HIMATSINGKA SEIDE LIMITED.,1500000,RANCHI
,RAM KRIPAL SINGH CONSTRUCTION PRIVATE LIMITED,3000000,RANCHI
,INLAND POWER LIMITED,3000000,RANCHI
,NBCC (INDIA) LIMITED,3500000,RANCHI
,NATIONAL INSURANCE CO LTD,3800000,RANCHI
,RODIC CONSULTANTS PRIVATE LIMITED,300000,RANCHI
,DYNAMIC PRESTRESS PROJECTS AND SERVICES PRIVATE LIMITED,1000000,RANCHI
,DYNAMIC PRESTRESS INDIA PVT LTD,1100000,RANCHI
,NATIONAL INSURANCE CO LTD,3800000,RANCHI
,HYDERABAD INTERNATIONAL TRADE EXPOSITIONS LIMITED,300000,RANGA REDDY
,MARGADARSI CHITS PRIVATE LIMITED,300000,RANGA REDDY
,MARGADARSI CHITS (KARNATAKA) PRIVATE LIMITED,400000,RANGA REDDY
,OMKAR CARRIERS & MOVERS PRIVATE LIMITED,600000,RANGA REDDY
,ROHINI MINERALS PRIVATE LIMITED,1500000,RANGA REDDY
,APARNA ENTERPRISES LIMITED,3500000,RANGA REDDY
,SRI KRISHNA PHARMACEUTICALS LIMITED,4100000,RANGA REDDY
,ASTRA MICRO WAVE PRODUCTS LIMITED,7800000,RANGA REDDY
,RADIANT CORPORATION PRIVATE LIMITED,8000000,RANGA REDDY
,SARAIWWALAA AGRR REFINERIES LIMITED,100000,RANGA REDDY
,VIRCHOW DRUGS LIMITED,100000,RANGA REDDY
,SPECTRA INDIA HOUSING PRIVATE LIMITED,200000,RANGA REDDY
,UNITED STATES PHARMACOPEIA - INDIA PRIVATE LIMITED,200000,RANGA REDDY
,ROCKWELL COLLINS (INDIA) ENTERPRISES PRIVATE LIMITED,500000,RANGA REDDY
,APARNA ENTERPRISES LIMITED,2000000,RANGA REDDY
,MANCHUKONDA PRAKASHAM INDUSTRIES INDIA PRIVATE LIMITED,2200000,RANGA REDDY
,VIRCHOW LABORATORES LIMITED.,2900000,RANGA REDDY
,SRI KRISHNA PHARMACEUTICALS LIMITED,3000000,RANGA REDDY
,TFL QUINN INDIA PRIVATE LIMITED,6400000,RANGA REDDY
,MARGADARSI CHIT FUND PRIVATE LIMITED,7000000,RANGA REDDY
,APARNA CONSTRUCTIONS AND ESTATES PRIVATE  LIMITED,15300000,RANGA REDDY
,POSH CHEMICALS PRIVATE LIMITED,200000,RANGA REDDY
,ROHINI MINERALS PRIVATE LIMITED,400000,RANGA REDDY
,SRI KRISHNA PHARMACEUTICALS LIMITED,1800000,RANGA REDDY
,ANDHRA ORGANICS LIMITED,2400000,RANGA REDDY
,APARNA CONSTRUCTIONS AND ESTATES PRIVATE LIMITED,6100000,RANGA REDDY
,RENEW WIND ENERGY (MP TWO) PRIVATE LIMITED,800000,RATLAM
,RENEW WIND ENERGY (RAJASTHAN 3) PRIVATE LIMITED,900000,RATLAM
,RENEW WIND ENERGY (MP TWO) PRIVATE LIMITED,700000,RATLAM
,RENEW WIND ENERGY (RAJASTHAN 3) PRIVATE LIMITED,900000,RATLAM
,TJ MARINE PRODUCTS PRIVATE LIMITED,100000,RATNAGIRI
,SIRMAXO CHEMICALS PVT LTD,200000,RATNAGIRI
,JOHNSON CONTROLS (INDIA) PRIVATE LIMITED,400000,RATNAGIRI
,IDEAL CHEMI PLAST PRIVATE LIMITED,500000,RATNAGIRI
,GADRE MARINE EXPORT PVT LTD,2000000,RATNAGIRI
,TJ MARINE PRODUCTS PRIVATE LIMITED,300000,RATNAGIRI
,HIMALAYA DRUG COMPANY PRIVATE LIMITED,800000,RATNAGIRI
,GADRE MARINE EXPORT PVT LTD,900000,RATNAGIRI
,SIRMAXO CHEMICALS PVT LTD,500000,RATNAGIRI
,SUPRIYA LIFESCIENCE LIMITED,1000000,RATNAGIRI
,GADRE MARINE EXPORT PVT LTD,1400000,RATNAGIRI
,INDIAN METALS AND FERRO ALLOYS LTD.,6600000,RAYAGADA
,BIRLA ERICSSON OPTICAL LIMITED,500000,REWA
,SUPREME TREON PRIVATE LIMITED,400000,REWARI
,R S TECHNOLOGIES PRIVATE LIMITED,400000,REWARI
,YKK INDIA PRIVATE LIMITED,2800000,REWARI
,HONDA MOTORCYCLE AND SCOOTER INDIA PVTLTD,3700000,REWARI
,KEIHIN FIE PRIVATE LIMITED,5700000,REWARI
,R S TECHNOLOGIES PRIVATE LIMITED,400000,REWARI
,ENCO ENGINEERS COMBINE PRIVATE LIMITED,500000,REWARI
