CIN,COMPANY NAME,AREA,BU%,RUE%,DISTRICT,State,Constituency,Type,Margin,isMPMinister,centerAlignment,stateAlignment,not_aligned,rs_min_mplad_district,is_backward,non_backward,ministry_comp_intersection,ADI,AmountFinal,FactoriesFinal,csrAmountInvested
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,10,6.20111926031492,84.6433817002114,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,2,1.27272727272727,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,5,2.43596099818212,99.469111969112,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,10,6.20111926031492,84.6433817002114,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,2,1.27272727272727,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,5,2.43596099818212,99.469111969112,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,10,6.20111926031492,84.6433817002114,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,2,1.27272727272727,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,5,2.43596099818212,99.469111969112,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2011PTC066160,ARVIND PD COMPOSITES PRIVATE LIMITED,10,6.20111926031492,84.6433817002114,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L27100GJ1990PLC014698,SHAH ALLOYS LIMITED,2,7.8407960199005,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L27100GJ1990PLC014698,SHAH ALLOYS LIMITED,5,4.1577060931899705,98.9642336947726,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L27100GJ1990PLC014698,SHAH ALLOYS LIMITED,10,-8.76683575301731,75.4000885062558,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17110GJ1931PLC000454,SINTEX INDUSTRIES LIMITED,2,9.47962888261396,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17110GJ1931PLC000454,SINTEX INDUSTRIES LIMITED,5,6.21799795186892,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17110GJ1931PLC000454,SINTEX INDUSTRIES LIMITED,10,2.45977722772277,97.6884939797824,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U23300GJ2008PLC052581,SINTEX OIL AND GAS LIMITED,2,9.47962888261396,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U23300GJ2008PLC052581,SINTEX OIL AND GAS LIMITED,5,6.21799795186892,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U23300GJ2008PLC052581,SINTEX OIL AND GAS LIMITED,10,2.45977722772277,97.6884939797824,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U31904DL2008PTC186235,SINTEX CONSUMER ELCTRONICS PRIVATE LIMITED,2,9.47962888261396,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U31904DL2008PTC186235,SINTEX CONSUMER ELCTRONICS PRIVATE LIMITED,5,6.21799795186892,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U31904DL2008PTC186235,SINTEX CONSUMER ELCTRONICS PRIVATE LIMITED,10,2.45977722772277,97.6884939797824,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18204DL2007PTC167216,NAVNEET GARMENTS PRIVATE LIMITED,2,4.92836676217765,93.8905472636816,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18204DL2007PTC167216,NAVNEET GARMENTS PRIVATE LIMITED,5,86.734693877551,80.3172034309759,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18204DL2007PTC167216,NAVNEET GARMENTS PRIVATE LIMITED,10,-19.1584058264212,78.4043772293688,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U28910DL2007PTC163603,NAVNEET AUTOTECH PRIVATE LIMITED,2,4.92836676217765,93.8905472636816,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U28910DL2007PTC163603,NAVNEET AUTOTECH PRIVATE LIMITED,5,86.734693877551,80.3172034309759,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U28910DL2007PTC163603,NAVNEET AUTOTECH PRIVATE LIMITED,10,-19.1584058264212,78.4043772293688,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U67120WB1978PTC031368,NAVNEET TRADING AND INVESTMENT CO PVT LIMITED,2,4.92836676217765,93.8905472636816,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U67120WB1978PTC031368,NAVNEET TRADING AND INVESTMENT CO PVT LIMITED,5,86.734693877551,80.3172034309759,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U67120WB1978PTC031368,NAVNEET TRADING AND INVESTMENT CO PVT LIMITED,10,-19.1584058264212,78.4043772293688,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U70109WB2008PTC126418,NAVNEET PROMOTERS PRIVATE LIMITED,2,4.92836676217765,93.8905472636816,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U70109WB2008PTC126418,NAVNEET PROMOTERS PRIVATE LIMITED,5,86.734693877551,80.3172034309759,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U70109WB2008PTC126418,NAVNEET PROMOTERS PRIVATE LIMITED,10,-19.1584058264212,78.4043772293688,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72300DL2007PTC172019,NAVNEET INFOTECH PRIVATE LIMITED,2,4.92836676217765,93.8905472636816,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72300DL2007PTC172019,NAVNEET INFOTECH PRIVATE LIMITED,5,86.734693877551,80.3172034309759,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72300DL2007PTC172019,NAVNEET INFOTECH PRIVATE LIMITED,10,-19.1584058264212,78.4043772293688,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L25209GJ1993PLC019532,RUSHIL DECOR LIMITED,2,6.51472367890278,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L25209GJ1993PLC019532,RUSHIL DECOR LIMITED,5,4.57150215697637,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L25209GJ1993PLC019532,RUSHIL DECOR LIMITED,10,2.3632324594386698,98.6724663879788,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U65910DL2010PTC203897,NAVNEET FINCAP PRIVATE LIMITED,2,3.6984640258690398,99.959661153691,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U65910DL2010PTC203897,NAVNEET FINCAP PRIVATE LIMITED,5,2.7856710299529506,93.8220333526495,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U65910DL2010PTC203897,NAVNEET FINCAP PRIVATE LIMITED,10,6.918911908698901,84.9647479235078,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,2,1.02864058087939,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,5,2.3022952438035498,98.1534818228367,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,10,2.78287757271234,91.6610327731634,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74940MH1993PLC074694,RICOH INDIA LIMITED,2,9.35323383084577,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74940MH1993PLC074694,RICOH INDIA LIMITED,5,4.945784107460749,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74940MH1993PLC074694,RICOH INDIA LIMITED,10,3.14358128494991,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72900KA2011PTC061098,RICOH INNOVATIONS PRIVATE LIMITED,2,6.01048810004034,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72900KA2011PTC061098,RICOH INNOVATIONS PRIVATE LIMITED,5,4.803507424475169,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U72900KA2011PTC061098,RICOH INNOVATIONS PRIVATE LIMITED,10,2.85799369003928,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17119GJ1931PLC000093,ARVIND LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17119GJ1931PLC000093,ARVIND LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L17119GJ1931PLC000093,ARVIND LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L24231GJ1991PLC015390,VADILAL CHEMICALS LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L24231GJ1991PLC015390,VADILAL CHEMICALS LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L24231GJ1991PLC015390,VADILAL CHEMICALS LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L51100GJ1985PLC007995,VADILAL ENTERPRISES LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L51100GJ1985PLC007995,VADILAL ENTERPRISES LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L51100GJ1985PLC007995,VADILAL ENTERPRISES LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L67120DD1987PLC002395,PSL LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L67120DD1987PLC002395,PSL LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L67120DD1987PLC002395,PSL LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74999MH1964PLC012878,EXCEL CROP CARE LTD,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74999MH1964PLC012878,EXCEL CROP CARE LTD,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L74999MH1964PLC012878,EXCEL CROP CARE LTD,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L91110GJ1982PLC005169,VADILAL INDUSTRIES LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L91110GJ1982PLC005169,VADILAL INDUSTRIES LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
L91110GJ1982PLC005169,VADILAL INDUSTRIES LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U15149GJ1986PTC008512,VADILAL INTERNATIONAL PRIVATE LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U15149GJ1986PTC008512,VADILAL INTERNATIONAL PRIVATE LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U15149GJ1986PTC008512,VADILAL INTERNATIONAL PRIVATE LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17117RJ1986PTC003810,ARVIND SYNTEX PRIVATE LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17117RJ1986PTC003810,ARVIND SYNTEX PRIVATE LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17117RJ1986PTC003810,ARVIND SYNTEX PRIVATE LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2013PTC073597,ARVIND GARMENTS PARK PRIVATE LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2013PTC073597,ARVIND GARMENTS PARK PRIVATE LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U17120GJ2013PTC073597,ARVIND GARMENTS PARK PRIVATE LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18101GJ2007PLC050217,ARVIND RETAIL LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18101GJ2007PLC050217,ARVIND RETAIL LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18101GJ2007PLC050217,ARVIND RETAIL LIMITED,10,4.0222070241783,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18104UP1996PTC020863,ARVIND FOOTWEARS PRIVATE LIMITED,2,6.02985074626866,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
U18104UP1996PTC020863,ARVIND FOOTWEARS PRIVATE LIMITED,5,5.612558666450879,100,gandhinagar,GUJARAT,GANDHINAGAR,GEN,42.5,0,1,1,0,0,0,1,0,18,971400000,96,0
