,Unnamed: 0,Constituency,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr
235,235,JALPAIGURI,WEST BENGAL,SC,5.3,0.0,0,1,0,0,0,800000000,1,0,25,0.0
236,236,JAMMU,JAMMU AND KASHMIR,GEN,20.5,0.0,1,0,0,0,0,2970000000,1,0,33,1.0
237,237,JAMNAGAR,GUJARAT,GEN,20.6,0.0,1,1,0,0,0,1550000000,1,0,69,0.0
238,238,JAMSHEDPUR,JHARKHAND,GEN,9.5,0.0,1,1,0,1,0,0,0,0,33,
239,239,JAMUI,BIHAR,SC,11.1,0.0,1,0,0,1,0,50000000,0,0,1,0.0
240,240,JANGIPUR,WEST BENGAL,GEN,0.7,0.0,0,0,0,1,0,470000000,0,1,1,0.0
241,241,JANJGIR-CHAMPA,CHHATTISGARH,SC,16.3,0.0,1,1,0,0,0,10860000000,1,0,39,0.0
242,242,JAUNPUR,UTTAR PRADESH,GEN,14.5,0.0,1,0,0,0,0,150000000,1,0,8,0.0
243,243,JAYNAGAR,WEST BENGAL,SC,9.1,0.0,0,1,0,0,0,1090000000,1,0,16,1.0
244,244,JHALAWAR-BARAN,RAJASTHAN,GEN,24.6,0.0,1,1,0,0,0,3620000000,1,0,7,2.0
245,245,JHANJHARPUR,BIHAR,GEN,5.9,1.0,1,1,0,0,0,0,1,0,1,0.0
246,246,JHANSI,UTTAR PRADESH,GEN,14.4,1.0,1,0,0,0,0,0,1,0,2,0.0
247,247,JHARGRAM,WEST BENGAL,ST,27.7,0.0,0,1,0,0,0,3730000000,1,0,36,0.0
248,248,JHUNJHUNU,RAJASTHAN,GEN,23.2,0.0,1,1,0,0,0,6960000000,1,0,4,1.0
249,249,JODHPUR,RAJASTHAN,GEN,38.0,0.0,1,1,0,1,0,32790000000,0,0,49,0.0
250,250,JORHAT,ASSAM,GEN,11.0,0.0,1,0,0,0,0,200000000,1,0,7,0.0
251,251,JUNAGADH,GUJARAT,GEN,14.4,0.0,1,1,0,0,0,40000000,1,0,5,0.0
252,252,KACHCHH,GUJARAT,SC,26.9,0.0,1,1,0,0,0,10690000000,1,0,194,6.0
253,253,KADAPA,ANDHRA PRADESH,GEN,15.9,0.0,0,0,0,1,0,270000000,0,1,11,0.0
254,254,KAIRANA,UTTAR PRADESH,GEN,21.2,0.0,1,0,0,0,0,230000000,1,0,32,0.0
255,255,KAISERGANJ,UTTAR PRADESH,GEN,8.3,0.0,1,0,0,1,0,130000000,0,0,5,0.0
256,256,KAKINADA,ANDHRA PRADESH,GEN,0.3,0.0,1,1,0,0,0,2350000000,1,0,357,3.0
257,257,KALAHANDI,ODISHA,GEN,5.0,0.0,0,1,0,1,0,900000000,0,0,0,0.0
258,258,KALIABOR,ASSAM,GEN,8.0,0.0,0,1,0,0,0,200000000,1,0,6,0.0
259,259,KALLAKURICHI,TAMIL NADU,GEN,20.2,0.0,0,1,0,0,0,1660000000,1,0,45,1.0
260,260,KALYAN,MAHARASHTRA,GEN,30.4,0.0,1,1,0,0,0,18690000000,1,0,335,14.0
261,261,KANCHEEPURAM,TAMIL NADU,SC,13.0,0.0,0,1,0,0,0,740000000,1,0,130,0.0
262,262,KANDHAMAL,ODISHA,GEN,21.6,0.0,0,1,0,1,0,1180000000,0,0,8,0.0
263,263,KANGRA,HIMACHAL PRADESH,GEN,21.3,0.0,1,0,0,1,0,170000000,0,0,247,0.0
264,264,KANKER,CHHATTISGARH,ST,3.5,0.0,1,1,0,1,0,8070000000,0,0,26,1.0
265,265,KANNAUJ,UTTAR PRADESH,GEN,1.8,0.0,0,1,0,0,0,3180000000,1,0,8,1.0
266,266,KANNIYAKUMARI,TAMIL NADU,GEN,13.0,0.0,1,0,0,0,0,690000000,1,0,26,0.0
267,267,KANNUR,KERALA,GEN,0.7,0.0,0,0,0,0,0,220000000,1,1,1,0.0
268,268,KANPUR,UTTAR PRADESH,GEN,26.7,0.0,1,0,0,0,0,3820000000,1,0,21,3.0
269,269,KANTHI,WEST BENGAL,GEN,17.8,0.0,0,1,0,0,0,0,1,0,0,0.0
270,270,KARAKAT,BIHAR,GEN,13.3,1.0,1,0,0,1,0,0,0,0,248,10.0
271,271,KARAULI-DHOLPUR,RAJASTHAN,SC,3.2,0.0,1,1,0,1,0,0,0,0,0,0.0
272,272,KARIMGANJ,ASSAM,SC,11.5,0.0,0,0,0,1,0,0,0,1,1,0.0
273,273,KARIMNAGAR,TELANGANA,GEN,18.2,0.0,0,1,0,0,0,13180000000,1,0,29,2.0
274,274,KARNAL,HARYANA,GEN,30.2,0.0,1,1,0,0,0,1400000000,1,0,12,0.0
275,275,KARUR,TAMIL NADU,GEN,18.7,0.0,0,1,0,0,0,5030000000,1,0,37,3.0
276,276,KASARAGOD,KERALA,GEN,0.7,0.0,0,0,0,0,0,220000000,1,1,1,0.0
277,277,KATIHAR,BIHAR,GEN,11.7,0.0,0,0,0,1,0,0,0,1,0,0.0
278,278,KAUSHAMBI,UTTAR PRADESH,SC,4.7,0.0,1,0,0,0,0,70000000,1,0,0,0.0
279,279,KENDRAPARA,ODISHA,GEN,18.3,0.0,0,1,0,0,0,2820000000,1,0,4,0.0
280,280,KEONJHAR,ODISHA,ST,14.5,0.0,0,1,0,0,0,410000000,1,0,41,0.0
281,281,KHADOOR SAHIB,PUNJAB,GEN,9.7,0.0,1,1,0,1,0,1740000000,0,0,18,0.0
282,282,KHAGARIA,BIHAR,GEN,8.5,0.0,1,0,0,1,0,0,0,0,1,0.0
283,283,KHAJURAHO,MADHYA PRADESH,GEN,28.3,0.0,1,1,0,1,0,520000000,0,0,7,0.0
284,284,KHAMMAM,TELANGANA,GEN,1.0,0.0,0,0,0,1,0,1180000000,0,1,20,3.0
285,285,KHANDWA,MADHYA PRADESH,GEN,20.7,0.0,1,1,0,1,0,4120000000,0,0,24,4.0
286,286,KHARGONE,MADHYA PRADESH,ST,22.4,0.0,1,1,0,1,0,540000000,0,0,9,1.0
287,287,KHEDA,GUJARAT,GEN,24.4,0.0,1,1,1,0,1,89080000000,1,0,372,35.0
288,288,KHERI,UTTAR PRADESH,GEN,10.2,0.0,1,0,0,0,0,0,1,0,0,0.0
289,289,KHUNTI,JHARKHAND,ST,12.5,0.0,1,1,0,1,0,1080000000,0,0,66,0.0
290,290,KISHANGANJ,BIHAR,GEN,21.0,0.0,0,0,0,1,0,0,0,1,0,0.0
291,291,KODARMA,JHARKHAND,GEN,9.6,0.0,1,1,0,1,0,800000000,0,0,4,0.0
292,292,KOKRAJHAR,ASSAM,ST,29.1,0.0,0,0,0,1,0,880000000,0,1,11,0.0
293,293,KOLAR,KARNATAKA,SC,4.2,0.0,0,1,0,0,0,640000000,1,0,29,1.0
294,294,KOLHAPUR,MAHARASHTRA,GEN,2.6,0.0,0,0,0,0,0,1910000000,1,1,54,1.0
295,295,KOLKATA DAKSHIN,WEST BENGAL,GEN,11.7,0.0,0,1,0,0,0,71540000000,1,0,213,35.0
296,296,KOLKATA UTTAR,WEST BENGAL,GEN,10.1,0.0,0,1,0,0,0,70450000000,1,0,197,34.0
297,297,KOLLAM,KERALA,GEN,4.3,0.0,0,0,0,0,0,150000000,1,1,0,0.0
298,298,KOPPAL,KARNATAKA,GEN,3.2,0.0,1,0,0,0,0,4100000000,1,0,35,3.0
299,299,KORAPUT,ODISHA,ST,2.0,0.0,0,1,0,1,0,4880000000,0,0,3,0.0
300,300,KORBA,CHHATTISGARH,GEN,0.4,0.0,1,1,0,1,0,23120000000,0,0,41,2.0
301,301,KOTA,RAJASTHAN,GEN,17.4,0.0,1,1,0,0,0,5360000000,1,0,13,2.0
302,302,KOTTAYAM,KERALA,GEN,14.5,0.0,0,0,0,0,0,21410000000,1,1,29,8.0
303,303,KOZHIKODE,KERALA,GEN,1.8,0.0,0,1,0,0,0,340000000,1,0,0,0.0
304,304,KRISHNAGIRI,TAMIL NADU,GEN,19.3,0.0,0,1,0,0,0,1060000000,1,0,59,3.0
305,305,KRISHNANAGAR,WEST BENGAL,GEN,5.7,0.0,0,1,0,1,0,1670000000,0,0,2,0.0
306,306,KURNOOL,ANDHRA PRADESH,GEN,4.1,0.0,0,0,0,0,0,4190000000,1,1,37,3.0
307,307,KURUKSHETRA,HARYANA,GEN,11.4,0.0,1,1,0,0,0,830000000,1,0,2,0.0
308,308,KUSHI NAGAR,UTTAR PRADESH,GEN,9.0,0.0,1,0,0,0,0,0,1,0,3,0.0
309,309,LADAKH,JAMMU AND KASHMIR,GEN,0.0,0.0,1,0,0,0,0,230000000,1,0,0,0.0
310,310,LAKHIMPUR,ASSAM,GEN,26.3,1.0,1,0,0,0,0,16940000000,1,0,16,3.0
311,311,LAKSHADWEEP,LAKSHADWEEP,ST,3.6,0.0,0,0,0,0,0,0,1,1,0,0.0
312,312,LALGANJ,UTTAR PRADESH,SC,7.0,0.0,1,0,0,0,0,0,1,0,0,0.0
313,313,LATUR,MAHARASHTRA,SC,24.0,0.0,1,1,0,1,0,3040000000,0,0,9,0.0
314,314,LOHARDAGA,JHARKHAND,ST,1.0,1.0,1,1,0,1,1,830000000,0,0,48,0.0
315,315,LUCKNOW,UTTAR PRADESH,GEN,26.4,1.0,1,0,0,0,1,3480000000,1,0,39,3.0
316,316,LUDHIANA,PUNJAB,GEN,1.8,0.0,0,0,0,0,0,7260000000,1,1,60,8.0
317,317,MACHHLISHAHR,UTTAR PRADESH,SC,17.3,0.0,1,0,0,0,0,4500000000,1,0,19,2.0
318,318,MACHILIPATNAM,ANDHRA PRADESH,GEN,7.1,0.0,1,0,1,0,0,6760000000,1,0,27,1.0
319,319,MADHA,MAHARASHTRA,GEN,2.3,0.0,0,0,0,0,0,2710000000,1,1,94,4.0
320,320,MADHEPURA,BIHAR,GEN,5.4,0.0,0,0,0,0,0,0,1,1,0,0.0
321,321,MADHUBANI,BIHAR,GEN,2.4,0.0,1,1,0,0,0,0,1,0,1,0.0
322,322,MADURAI,TAMIL NADU,GEN,20.2,0.0,0,1,0,0,0,2580000000,1,0,19,2.0
323,323,MAHABUBABAD,TELANGANA,ST,3.1,0.0,0,1,0,1,0,1180000000,0,0,20,3.0
324,324,MAHARAJGANJ,BIHAR,GEN,4.5,0.0,1,1,0,0,0,270000000,1,0,0,0.0
325,325,MAHARAJGANJ,UTTAR PRADESH,GEN,22.8,0.0,1,0,0,0,0,0,1,0,0,0.0
326,326,MAHASAMUND,CHHATTISGARH,GEN,0.1,0.0,1,1,0,1,0,11010000000,0,0,36,0.0
327,327,MAHBUBNAGAR,TELANGANA,GEN,0.3,0.0,0,1,0,0,0,1730000000,1,0,18,1.0
328,328,MAHESANA,GUJARAT,GEN,20.8,0.0,1,1,0,0,0,3740000000,1,0,109,4.0
329,329,MAINPURI,UTTAR PRADESH,GEN,36.5,0.0,0,1,0,0,0,0,1,0,0,0.0
330,330,MALAPPURAM,KERALA,GEN,22.8,0.0,0,0,0,0,0,0,1,1,0,0.0
331,331,MALDAHA DAKSHIN,WEST BENGAL,GEN,15.0,0.0,0,0,0,1,0,470000000,0,1,1,0.0
332,332,MALDAHA UTTAR,WEST BENGAL,GEN,5.6,0.0,0,0,0,1,0,0,0,1,0,0.0
333,333,MALKAJGIRI,TELANGANA,GEN,1.8,0.0,1,0,0,0,0,34200000000,1,0,273,27.0
334,334,MANDI,HIMACHAL PRADESH,GEN,5.5,0.0,1,0,0,1,0,390000000,0,0,19,0.0
335,335,MANDLA,MADHYA PRADESH,ST,9.1,0.0,1,1,0,0,0,1050000000,1,0,9,0.0
336,336,MANDSOUR,MADHYA PRADESH,GEN,26.1,0.0,1,1,0,0,0,400000000,1,0,11,0.0
337,337,MANDYA,KARNATAKA,GEN,0.5,0.0,0,0,0,0,0,830000000,1,1,89,0.0
338,338,MANGALDOI,ASSAM,GEN,1.9,0.0,1,0,0,1,0,4340000000,0,0,87,0.0
339,339,MATHURA,UTTAR PRADESH,GEN,30.7,0.0,1,0,0,0,0,1040000000,1,0,7,1.0
340,340,MATHURAPUR,WEST BENGAL,SC,10.9,0.0,0,1,0,0,0,240000000,1,0,38,0.0
341,341,MAVAL,MAHARASHTRA,GEN,13.4,0.0,1,1,0,0,0,177470000000,1,0,1411,56.0
342,342,MAVELIKKARA,KERALA,SC,3.7,0.0,0,1,0,0,0,4900000000,1,0,15,2.0
343,343,MAYILADUTHURAI,TAMIL NADU,GEN,27.0,0.0,0,1,0,0,0,5840000000,1,0,9,1.0
344,344,MAYURBHANJ,ODISHA,ST,11.7,0.0,0,1,0,0,0,410000000,1,0,3,0.0
345,345,MEDAK,TELANGANA,GEN,33.3,0.0,0,1,0,0,0,3500000000,1,0,110,3.0
346,346,MEDINIPUR,WEST BENGAL,GEN,14.7,0.0,0,1,0,0,0,0,1,0,29,0.0
347,347,MEERUT,UTTAR PRADESH,GEN,20.9,0.0,1,0,0,0,0,1380000000,1,0,146,3.0
348,348,MIRZAPUR,UTTAR PRADESH,GEN,21.7,0.0,1,0,0,0,0,0,1,0,0,0.0
349,349,MISRIKH,UTTAR PRADESH,SC,8.8,0.0,1,0,0,0,0,4510000000,1,0,33,3.0
350,350,MIZORAM,MIZORAM,ST,1.4,0.0,0,1,0,1,0,830000000,0,0,0,0.0
351,351,MOHANLALGANJ,UTTAR PRADESH,SC,13.0,0.0,1,0,0,0,0,4110000000,1,0,51,3.0
352,352,MORADABAD,UTTAR PRADESH,GEN,7.8,0.0,1,0,0,0,0,1250000000,1,0,20,1.0
353,353,MORENA,MADHYA PRADESH,GEN,15.6,0.0,1,1,0,0,0,440000000,1,0,8,0.0
354,354,MUMBAI NORTH,MAHARASHTRA,GEN,47.2,0.0,1,1,0,0,0,330000000,1,0,166,40.0
355,355,MUMBAI NORTH CENTRAL,MAHARASHTRA,GEN,22.1,0.0,1,1,0,0,0,330000000,1,0,166,40.0
356,356,MUMBAI NORTH EAST,MAHARASHTRA,GEN,36.8,0.0,1,1,0,0,0,330000000,1,0,166,40.0
357,357,MUMBAI NORTH WEST,MAHARASHTRA,GEN,20.4,0.0,1,1,0,0,0,330000000,1,0,166,40.0
358,358,MUMBAI SOUTH,MAHARASHTRA,GEN,16.4,0.0,1,1,1,0,1,34560000000,1,0,176,49.0
359,359,MUMBAI SOUTH CENTRAL,MAHARASHTRA,GEN,18.0,0.0,1,1,1,0,1,34560000000,1,0,176,49.0
360,360,MUNGER,BIHAR,GEN,11.9,0.0,1,0,1,0,1,2430000000,1,0,36,2.0
361,361,MURSHIDABAD,WEST BENGAL,GEN,1.4,0.0,0,0,0,1,0,2140000000,0,1,3,0.0
362,362,MUZAFFARNAGAR,UTTAR PRADESH,GEN,36.2,1.0,1,0,0,0,1,540000000,1,0,25,0.0
363,363,MUZAFFARPUR,BIHAR,GEN,23.4,0.0,1,1,0,1,0,2460000000,0,0,3,0.0
364,364,MYSORE,KARNATAKA,GEN,2.7,0.0,1,0,0,0,0,820000000,1,0,87,0.0
365,365,NABARANGPUR,ODISHA,ST,0.2,0.0,0,1,0,1,0,4880000000,0,0,2,0.0
366,366,NAGALAND,NAGALAND,ST,38.5,0.0,1,1,0,1,0,360000000,0,0,1,1.0
367,367,NAGAPATTINAM,TAMIL NADU,SC,11.3,0.0,0,1,0,0,0,1850000000,1,0,4,0.0
368,368,NAGARKURNOOL,TELANGANA,SC,1.5,0.0,0,0,0,0,0,1730000000,1,1,18,1.0
369,369,NAGAUR,RAJASTHAN,GEN,7.5,0.0,1,1,0,0,0,4010000000,1,0,0,0.0
370,370,NAGINA,UTTAR PRADESH,SC,9.8,0.0,1,0,0,0,0,150000000,1,0,7,0.0
371,371,NAGPUR,MAHARASHTRA,GEN,26.3,1.0,1,1,0,0,1,8260000000,1,0,459,8.0
372,372,NAINITAL-UDHAMSINGH NAGAR,UTTARAKHAND,GEN,25.8,0.0,1,0,0,1,0,170000000,0,0,208,1.0
373,373,NALANDA,BIHAR,GEN,1.0,0.0,1,1,0,0,0,280000000,1,0,0,0.0
374,374,NALGONDA,TELANGANA,GEN,16.2,0.0,0,0,0,0,0,1860000000,1,1,41,7.0
375,375,NAMAKKAL,TAMIL NADU,GEN,27.8,0.0,0,1,0,0,0,1760000000,1,0,33,1.0
376,376,NANDED,MAHARASHTRA,GEN,8.0,0.0,0,0,0,1,0,1040000000,0,1,8,0.0
377,377,NANDURBAR,MAHARASHTRA,ST,9.6,0.0,1,1,0,1,0,4250000000,0,0,16,0.0
378,378,NANDYAL,ANDHRA PRADESH,GEN,8.8,0.0,0,0,0,0,0,4190000000,1,1,37,3.0
379,379,NARASARAOPET,ANDHRA PRADESH,GEN,2.8,0.0,1,1,0,0,0,5850000000,1,0,22,3.0
380,380,NARSAPURAM,ANDHRA PRADESH,GEN,7.8,0.0,1,0,1,0,0,4270000000,1,0,21,1.0
381,381,NASHIK,MAHARASHTRA,GEN,20.0,0.0,1,1,0,0,0,11470000000,1,0,205,8.0
382,382,NAVSARI,GUJARAT,GEN,48.1,0.0,1,1,0,0,0,22120000000,1,0,339,6.0
383,383,NAWADA,BIHAR,GEN,15.8,1.0,1,1,0,1,0,0,0,0,0,0.0
384,384,NELLORE,ANDHRA PRADESH,GEN,1.1,0.0,0,0,0,0,0,230000000,1,1,35,0.0
385,385,NEW DELHI,DELHI,GEN,16.8,0.0,1,0,0,0,0,15720000000,1,0,81,5.0
386,386,NILGIRIS,TAMIL NADU,SC,11.2,0.0,0,1,0,0,0,17760000000,1,0,184,14.0
387,387,NIZAMABAD,TELANGANA,GEN,16.2,0.0,0,1,0,0,0,13190000000,1,0,31,2.0
388,388,NORTH EAST DELHI,DELHI,GEN,10.9,0.0,1,0,0,0,0,2800000000,1,0,1,0.0
389,389,NORTH GOA,GOA,GEN,26.0,1.0,1,1,0,0,1,710000000,1,0,80,1.0
390,390,NORTH WEST DELHI,DELHI,SC,7.9,0.0,1,0,0,0,0,49790000000,1,0,4,0.0
391,391,NOWGONG,ASSAM,GEN,11.7,0.0,1,0,0,0,0,0,1,0,1,0.0
392,392,ONGOLE,ANDHRA PRADESH,GEN,1.3,0.0,0,0,0,0,0,230000000,1,1,27,0.0
393,393,OSMANABAD,MAHARASHTRA,GEN,21.0,0.0,1,1,0,0,0,3940000000,1,0,37,2.0
394,394,OUTER MANIPUR,MANIPUR,ST,2.0,0.0,0,1,0,1,0,960000000,0,0,0,0.0
395,395,PALAKKAD,KERALA,GEN,11.6,0.0,0,0,0,0,0,1400000000,1,1,15,0.0
396,396,PALAMAU,JHARKHAND,SC,27.0,0.0,1,1,0,1,0,0,0,0,1,0.0
397,397,PALGHAR,MAHARASHTRA,ST,24.1,0.0,1,1,0,0,0,20330000000,1,0,383,16.0
398,398,PALI,RAJASTHAN,GEN,36.4,0.0,1,1,0,0,0,31920000000,1,0,13,0.0
399,399,PANCHMAHAL,GUJARAT,GEN,18.3,0.0,1,1,1,0,1,710000000,1,0,54,2.0
400,400,PARBHANI,MAHARASHTRA,GEN,10.9,0.0,1,1,0,0,0,40440000000,1,0,28,0.0
401,401,PASCHIM CHAMPARAN,BIHAR,GEN,12.9,0.0,1,1,0,0,0,0,1,0,0,0.0
402,402,PATALIPUTRA,BIHAR,GEN,4.1,1.0,1,1,1,0,1,2380000000,1,0,35,2.0
403,403,PATAN,GUJARAT,GEN,14.5,0.0,1,1,0,0,0,8390000000,1,0,106,3.0
404,404,PATHANAMTHITTA,KERALA,GEN,6.5,0.0,0,1,0,0,0,1820000000,1,0,10,2.0
405,405,PATIALA,PUNJAB,GEN,1.9,0.0,0,0,0,0,0,3290000000,1,1,30,2.0
406,406,PATNA SAHIB,BIHAR,GEN,30.1,0.0,1,1,1,0,1,2380000000,1,0,35,2.0
407,407,PEDDAPALLE,TELANGANA,SC,28.5,0.0,0,1,0,1,0,13330000000,0,0,31,2.0
408,408,PERAMBALUR,TAMIL NADU,GEN,20.7,0.0,0,1,0,0,0,3650000000,1,0,17,2.0
409,409,PHULPUR,UTTAR PRADESH,GEN,32.1,0.0,1,0,0,0,0,630000000,1,0,0,0.0
410,410,PILIBHIT,UTTAR PRADESH,GEN,29.2,1.0,1,0,0,0,0,660000000,1,0,16,0.0
411,411,POLLACHI,TAMIL NADU,GEN,13.9,0.0,0,1,0,0,0,16560000000,1,0,135,13.0
412,412,PONDICHERRY,PUDUCHERRY,GEN,8.2,1.0,1,1,0,0,1,250000000,1,0,89,1.0
413,413,PONNANI,KERALA,GEN,2.9,0.0,0,0,0,0,0,1400000000,1,1,15,0.0
414,414,PORBANDAR,GUJARAT,GEN,33.1,0.0,1,1,0,0,0,7260000000,1,0,31,2.0
415,415,PRATAPGARH,UTTAR PRADESH,GEN,18.8,0.0,1,0,0,0,0,70000000,1,0,0,0.0
416,416,PUNE,MAHARASHTRA,GEN,31.8,0.0,1,1,0,0,0,176290000000,1,0,779,49.0
417,417,PURI,ODISHA,GEN,25.3,0.0,0,1,0,0,0,1700000000,1,0,37,0.0
418,418,PURNIA,BIHAR,GEN,11.5,0.0,1,1,0,1,0,0,0,0,0,0.0
419,419,PURULIA,WEST BENGAL,GEN,12.8,0.0,0,1,0,0,0,3730000000,1,0,7,0.0
420,420,PURVI CHAMPARAN,BIHAR,GEN,23.4,1.0,1,1,0,0,0,0,1,0,0,0.0
421,421,RAE BARELI,UTTAR PRADESH,GEN,42.7,0.0,0,0,0,0,0,3320000000,1,1,12,1.0
422,422,RAICHUR,KARNATAKA,ST,0.2,0.0,0,1,0,1,0,3280000000,0,0,29,0.0
423,423,RAIGAD,MAHARASHTRA,GEN,0.2,1.0,1,1,0,0,1,3550000000,1,0,661,9.0
424,424,RAIGANJ,WEST BENGAL,GEN,0.1,0.0,0,0,0,0,0,0,1,1,0,0.0
425,425,RAIGARH,CHHATTISGARH,ST,17.4,1.0,1,1,0,0,0,170000000,1,0,33,1.0
426,426,RAIPUR,CHHATTISGARH,GEN,13.7,0.0,1,1,0,0,0,10860000000,1,0,37,0.0
427,427,RAJAHMUNDRY,ANDHRA PRADESH,GEN,14.5,0.0,1,1,1,0,0,6620000000,1,0,378,4.0
428,428,RAJAMPET,ANDHRA PRADESH,GEN,15.1,0.0,0,0,0,1,0,7740000000,0,1,57,4.0
429,429,RAJGARH,MADHYA PRADESH,GEN,22.6,0.0,1,1,0,1,0,340000000,0,0,12,0.0
430,430,RAJKOT,GUJARAT,GEN,23.3,1.0,1,1,0,1,1,8570000000,0,0,20,0.0
431,431,RAJMAHAL,JHARKHAND,ST,4.3,0.0,0,0,0,1,0,0,0,1,0,0.0
432,432,RAJNANDGAON,CHHATTISGARH,GEN,20.0,0.0,1,1,0,1,0,1510000000,0,0,7,0.0
433,433,RAJSAMAND,RAJASTHAN,GEN,40.3,0.0,1,1,0,0,0,35510000000,1,0,19,2.0
434,434,RAMANATHAPURAM,TAMIL NADU,GEN,11.9,0.0,0,1,0,1,0,2280000000,0,0,20,2.0
435,435,RAMPUR,UTTAR PRADESH,GEN,2.5,0.0,1,0,0,0,0,1210000000,1,0,9,1.0
436,436,RAMTEK,MAHARASHTRA,SC,16.7,0.0,1,1,0,0,0,8260000000,1,0,459,8.0
437,437,RANAGHAT,WEST BENGAL,SC,14.9,0.0,0,1,0,1,0,1670000000,0,0,2,0.0
438,438,RANCHI,JHARKHAND,GEN,19.0,0.0,1,1,0,1,0,830000000,0,0,65,0.0
439,439,RATLAM,MADHYA PRADESH,ST,10.0,0.0,1,1,0,0,0,0,1,0,8,0.0
440,440,RATNAGIRI SINDHUDURG,MAHARASHTRA,GEN,16.7,0.0,1,1,0,0,0,2370000000,1,0,32,2.0
441,441,RAVER,MAHARASHTRA,GEN,31.5,0.0,1,1,0,1,0,400000000,0,0,37,0.0
442,442,REWA,MADHYA PRADESH,GEN,20.3,0.0,1,1,0,0,0,200000000,1,0,3,1.0
443,443,ROBERTSGANJ,UTTAR PRADESH,SC,21.5,0.0,1,0,0,1,0,980000000,0,0,14,1.0
444,444,ROHTAK,HARYANA,GEN,16.3,0.0,0,0,1,0,0,7970000000,1,1,72,4.0
445,445,SABARKANTHA,GUJARAT,GEN,7.7,0.0,1,1,0,0,0,210000000,1,0,3,0.0
446,446,SAGAR,MADHYA PRADESH,GEN,13.5,0.0,1,1,0,1,0,680000000,0,0,0,0.0
447,447,SAHARANPUR,UTTAR PRADESH,GEN,5.5,0.0,1,0,0,0,0,230000000,1,0,20,0.0
448,448,SALEM,TAMIL NADU,GEN,23.3,0.0,0,1,0,0,0,1660000000,1,0,31,1.0
449,449,SALEMPUR,UTTAR PRADESH,GEN,27.2,0.0,1,0,0,0,0,330000000,1,0,1,0.0
450,450,SAMASTIPUR,BIHAR,SC,0.8,0.0,1,0,0,0,0,0,1,0,1,0.0
451,451,SAMBALPUR,ODISHA,GEN,3.1,0.0,0,1,0,0,0,42040000000,1,0,31,1.0
452,452,SAMBHAL,UTTAR PRADESH,GEN,0.5,0.0,1,0,0,0,0,1150000000,1,0,17,2.0
453,453,SANGLI,MAHARASHTRA,GEN,22.9,0.0,1,1,0,0,0,1310000000,1,0,10,0.0
454,454,SANGRUR,PUNJAB,GEN,19.3,0.0,0,0,0,0,0,1300000000,1,1,195,2.0
455,455,SANT KABIR NAGAR,UTTAR PRADESH,GEN,9.7,0.0,1,0,0,0,0,3240000000,1,0,13,0.0
456,456,SARAN,BIHAR,GEN,4.7,1.0,1,1,0,0,0,270000000,1,0,0,0.0
457,457,SASARAM,BIHAR,SC,7.5,0.0,1,1,0,0,0,0,1,0,2,0.0
458,458,SATARA,MAHARASHTRA,GEN,37.5,0.0,0,0,0,0,0,1750000000,1,1,60,2.0
459,459,SATNA,MADHYA PRADESH,GEN,1.0,0.0,1,1,0,0,0,560000000,1,0,10,0.0
460,460,SECUNDERABAD,TELANGANA,GEN,25.4,1.0,1,0,0,0,1,30460000000,1,0,159,26.0
461,461,SHAHDOL,MADHYA PRADESH,ST,24.9,0.0,1,1,0,0,0,570000000,1,0,277,2.0
462,462,SHAHJAHANPUR,UTTAR PRADESH,SC,20.8,0.0,1,0,0,0,0,3310000000,1,0,5,0.0
463,463,SHEOHAR,BIHAR,GEN,16.2,0.0,1,1,0,1,0,200000000,0,0,2,0.0
464,464,SHILLONG,MEGHALAYA,ST,6.5,0.0,0,1,0,1,0,1560000000,0,0,3,0.0
465,465,SHIMLA,HIMACHAL PRADESH,SC,11.4,0.0,1,0,0,0,0,2580000000,1,0,186,1.0
466,466,SHIMOGA,KARNATAKA,GEN,32.2,0.0,1,0,0,0,0,3100000000,1,0,14,1.0
467,467,SHIRDI,MAHARASHTRA,SC,21.4,0.0,1,1,0,0,0,340000000,1,0,21,0.0
468,468,SHIRUR,MAHARASHTRA,GEN,27.7,0.0,1,1,0,0,0,176290000000,1,0,779,49.0
469,469,SHRAWASTI,UTTAR PRADESH,GEN,8.8,0.0,1,0,0,1,0,60000000,0,0,4,0.0
470,470,SIDHI,MADHYA PRADESH,GEN,10.9,0.0,1,1,0,1,0,50070000000,0,0,290,3.0
471,471,SIKAR,RAJASTHAN,GEN,22.4,0.0,1,1,0,0,0,910000000,1,0,2,1.0
472,472,SIKKIM,SIKKIM,GEN,13.5,0.0,0,1,0,1,0,310000000,0,0,16,0.0
473,473,SILCHAR,ASSAM,GEN,4.4,0.0,0,1,0,0,0,0,1,0,0,0.0
474,474,SINGHBHUM,JHARKHAND,ST,11.0,0.0,1,1,0,1,0,0,0,0,18,0.0
475,475,SIRSA,HARYANA,SC,9.0,0.0,0,0,0,0,0,410000000,1,1,0,0.0
476,476,SITAMARHI,BIHAR,GEN,16.4,0.0,1,0,0,1,0,200000000,0,0,2,0.0
477,477,SITAPUR,UTTAR PRADESH,GEN,5.0,0.0,1,0,0,0,0,630000000,1,0,12,0.0
