ADI,ADI_Normalized,AmountFinal,AmountFinal_Normalized,Constituency,FactoriesFinal,FactoriesFinal_Normalized,Margin %,Margin%_Normalized,Total,Totalcsr,Type,amount,centerAlignment,isMPMinister,is_backward,ministry_comp_intersection,non_backward,not_aligned,rs_min_mplad_district,state,stateAlignment
17,0.909090909090909,0,0,DADRA & NAGAR HAVELI,465,0.593869731800766,3.8,0.067615658362989,449,0,GEN,0,1,0,0,0,1,0,0,DADRA AND NAGAR HAVELI,0
18,1,11600000,0.002050520584752,DAMAN & DIU,113,0.144316730523627,10.6,0.188612099644128,112,0,GEN,0,1,0,0,0,1,0,0,DAMAN AND DIU,0
18,1,4308800000,0.5,DELHI,170,0.18,18,0.35,129,0,GEN,97000000000,1,0,0,0,1,0,0,DELHI,0
18,1,47900000,0.008467235862898,NORTH GOA,91,0.116219667943806,26,0.462633451957295,80,1,GEN,710000000,1,1,0,1,1,0,0,GOA,1
18,1,38300000,0.00677025331,SOUTH GOA,73,0.09323116219668,7.9,0.140569395017794,118,1,GEN,1340000000,1,0,0,0,1,0,0,GOA,1
18,1,4067400000,0.6,AHMEDABAD,362,0.4,33.2,0.59,801,70,GEN,88400000000,1,0,0,0,1,0,0,GUJARAT,1
16,0.818181818181818,31200000,0.005515193296919,AMRELI,12,0.015325670498084,19.3,0.343416370106762,34,2,GEN,2990000000,1,0,0,0,1,0,0,GUJARAT,1
15,0.727272727272727,96400000,0.017040533135352,ANAND,23,0.029374201787995,6.5,0.115658362989324,23,4,GEN,3070000000,1,0,0,1,1,0,1,GUJARAT,1
14,0.636363636363636,10000000,0.001767690159269,BANASKANTHA,0,0,22.8,0.405693950177936,2,0,GEN,1000000000,1,1,0,1,1,0,0,GUJARAT,1
18,1,227600000,0.04023262802496,BARDOLI,2,0.002554278416347,10.3,0.183274021352313,340,6,ST,22600000000,1,0,0,0,1,0,0,GUJARAT,1
15,0.727272727272727,436600000,0.07717735235368,BHARUCH,0,0,14.5,0.258007117437722,860,18,GEN,19830000000,1,1,1,0,0,0,0,GUJARAT,1
17,0.909090909090909,89700000,0.015856180728642,BHAVNAGAR,28,0.035759897828863,32.2,0.572953736654804,29,1,GEN,2070000000,1,0,0,0,1,0,0,GUJARAT,1
15,0.727272727272727,362400000,0.064061091371904,CHHOTA UDAIPUR,0,0,16.3,0.290035587188612,411,10,ST,9280000000,1,0,1,0,0,0,0,GUJARAT,1
10,0.272727272727273,78200000,0.013823337045483,DAHOD,0,0,25.6,0.455516014234875,39,1,ST,30000000,1,0,0,0,1,0,0,GUJARAT,1
18,1,971400000,0.171713422071379,GANDHINAGAR,96,0.122605363984674,42.5,0.756227758007117,444,36,GEN,90030000000,1,0,0,0,1,0,0,GUJARAT,1
17,0.909090909090909,74700000,0.013204645489739,JAMNAGAR,76,0.097062579821201,20.6,0.366548042704626,69,0,GEN,1550000000,1,0,0,0,1,0,0,GUJARAT,1
15,0.727272727272727,8400000,0.001484859733786,JUNAGADH,11,0.014048531289911,14.4,0.256227758007117,5,0,GEN,40000000,1,0,0,0,1,0,0,GUJARAT,1
17,0.909090909090909,242000000,0.042778101854307,KACHCHH,179,0.228607918263091,26.9,0.47864768683274,194,6,SC,10690000000,1,0,0,0,1,0,0,GUJARAT,1
16,0.818181818181818,912100000,0.161231019426915,KHEDA,1,0.001277139208174,24.4,0.434163701067616,372,35,GEN,89080000000,1,0,0,1,1,0,1,GUJARAT,1
17,0.909090909090909,63100000,0.011154124904987,MAHESANA,22,0.028097062579821,20.8,0.370106761565836,109,4,GEN,3740000000,1,0,0,0,1,0,0,GUJARAT,1
18,1,242100000,0.0427957787559,NAVSARI,1,0.001277139208174,48.1,0.855871886120996,339,6,GEN,22120000000,1,0,0,0,1,0,0,GUJARAT,1
12,0.454545454545455,18200000,0.003217196089869,PANCHMAHAL,39,0.049808429118774,18.3,0.325622775800712,54,2,GEN,710000000,1,0,0,1,1,0,1,GUJARAT,1
16,0.818181818181818,83900000,0.014830920436266,PATAN,82,0.104725415070243,14.5,0.258007117437722,106,3,GEN,8390000000,1,0,0,0,1,0,0,GUJARAT,1
17,0.909090909090909,90400000,0.015979919039791,PORBANDAR,7,0.008939974457216,33.1,0.588967971530249,31,2,GEN,7260000000,1,0,0,0,1,0,0,GUJARAT,1
16,0.818181818181818,266600000,0.047126619646109,RAJKOT,20,0.025542784163474,23.3,0.414590747330961,20,0,GEN,8570000000,1,1,1,1,0,0,0,GUJARAT,1
13,0.545454545454545,75300000,0.013310706899295,SABARKANTHA,3,0.003831417624521,7.7,0.137010676156584,3,0,GEN,210000000,1,0,0,0,1,0,0,GUJARAT,1
18,1,585200000,0.103445228120415,SURAT,338,0.431673052362708,56.2,1,338,6,GEN,21930000000,1,0,0,0,1,0,0,GUJARAT,1
14,0.636363636363636,96500000,0.017058210036945,SURENDRANAGAR,7,0.008939974457216,21.5,0.382562277580071,6,0,GEN,2950000000,1,0,0,0,1,0,0,GUJARAT,1
18,1,705000000,0.124622156228456,VADODARA,368,0.469987228607918,49.1,0.873665480427046,372,9,GEN,9190000000,1,0,0,0,1,0,0,GUJARAT,1
16,0.818181818181818,229100000,0.04049778154885,VALSAD,140,0.178799489144317,18.5,0.329181494661922,127,3,ST,6150000000,1,0,0,0,1,0,0,GUJARAT,1
18,1,97600000,0.017252655954464,AMBALA,44,0.056194125159642,27.9,0.49644128113879,36,0,SC,2030000000,1,0,0,0,1,0,0,HARYANA,1
16,0.818181818181818,66000000,0.011666755051175,BHIWANI-MAHENDRAGARH,3,0.003831417624521,12.6,0.224199288256228,3,1,GEN,1600000000,1,0,0,0,1,0,0,HARYANA,1
18,1,280400000,0.0495660320659,FARIDABAD,289,0.369093231162197,41.3,0.734875444839858,254,10,GEN,5650000000,1,1,0,0,1,0,0,HARYANA,1
18,1,1895600000,0.335083346591009,GURGAON,234,0.298850574712644,20.8,0.370106761565836,219,26,GEN,55580000000,1,1,1,1,0,0,0,HARYANA,1
15,0.727272727272727,513100000,0.090700182072086,HISAR,6,0.007662835249042,2.8,0.04982206405694,9,1,GEN,2670000000,0,0,0,0,1,1,0,HARYANA,0
16,0.818181818181818,96900000,0.017128917643316,KARNAL,12,0.015325670498084,30.2,0.537366548042705,12,0,GEN,1400000000,1,0,0,0,1,0,0,HARYANA,1
17,0.909090909090909,15800000,0.002792950451645,KURUKSHETRA,0,0,11.4,0.202846975088968,2,0,GEN,830000000,1,0,0,0,1,0,0,HARYANA,1
18,1,216400000,0.038252815046579,ROHTAK,27,0.03448275862069,16.3,0.290035587188612,72,4,GEN,7970000000,0,0,0,0,1,1,1,HARYANA,0
15,0.727272727272727,7200000,0.001272736914674,SIRSA,0,0,9,0.160142348754448,0,0,SC,410000000,0,0,0,0,1,1,0,HARYANA,0
16,0.818181818181818,112400000,0.019868837390182,SONIPAT,16,0.020434227330779,7.9,0.140569395017794,15,0,GEN,10360000000,1,0,0,0,1,0,0,HARYANA,1
14,0.636363636363636,15900000,0.002810627353238,HAMIRPUR,7,0.008939974457216,11.8,0.209964412811388,287,1,GEN,680000000,1,0,0,1,1,0,1,HIMACHAL PRADESH,0
16,0.818181818181818,15300000,0.002704565943681,KANGRA,248,0.316730523627075,21.3,0.379003558718861,247,0,GEN,170000000,1,0,1,0,0,0,0,HIMACHAL PRADESH,0
17,0.909090909090909,13100000,0.002315674108642,MANDI,6,0.007662835249042,5.5,0.097864768683274,19,0,GEN,390000000,1,0,1,0,0,0,0,HIMACHAL PRADESH,0
18,1,373200000,0.065970196743915,SHIMLA,170,0.217113665389527,11.4,0.202846975088968,186,1,SC,2580000000,1,0,0,0,1,0,0,HIMACHAL PRADESH,0
13,0.545454545454545,26400000,0.00466670202047,ANANTNAG,0,0,17.4,0.309608540925267,0,0,GEN,1030000000,0,0,0,0,1,1,0,JAMMU AND KASHMIR,0
12,0.454545454545455,9300000,0.00164395184812,BARAMULLA,1,0.001277139208174,6.3,0.112099644128114,0,0,GEN,0,0,0,1,0,0,1,0,JAMMU AND KASHMIR,0
14,0.636363636363636,56100000,0.009916741793498,JAMMU,33,0.042145593869732,20.5,0.364768683274021,33,1,GEN,2970000000,1,0,0,0,1,0,0,JAMMU AND KASHMIR,0
16,0.818181818181818,10800000,0.00190910537201,LADAKH,17,0.021711366538953,0,0,0,0,GEN,230000000,1,0,0,0,1,0,0,JAMMU AND KASHMIR,0
16,0.818181818181818,680500000,0.120291315338248,SRINAGAR,0,0,13.5,0.240213523131673,0,0,GEN,16420000000,0,0,0,0,1,1,0,JAMMU AND KASHMIR,0
13,0.545454545454545,13300000,0.002351027911828,UDHAMPUR,5,0.006385696040868,5.9,0.104982206405694,3,1,GEN,70000000,1,1,0,1,1,0,0,JAMMU AND KASHMIR,0
7,0,0,0,CHATRA,4,0.005108556832695,25,0.444839857651246,5,0,GEN,0,1,0,1,0,0,0,0,JHARKHAND,1
13,0.545454545454545,146500000,0.025896660833289,DHANBAD,32,0.040868454661558,25.6,0.455516014234875,35,0,GEN,2280000000,1,0,1,0,0,0,0,JHARKHAND,1
8,0.090909090909091,3700000,0.000654045358929,DUMKA,0,0,4.3,0.076512455516014,2,0,ST,0,0,0,1,0,0,1,0,JHARKHAND,0
11,0.363636363636364,73700000,0.013027876473812,GIRIDIH,6,0.007662835249042,4.2,0.074733096085409,35,0,GEN,2280000000,1,0,1,0,0,0,0,JHARKHAND,1
8,0.090909090909091,14200000,0.002510120026162,GODDA,4,0.005108556832695,5.8,0.103202846975089,4,0,GEN,0,1,0,1,0,0,0,0,JHARKHAND,1
11,0.363636363636364,27300000,0.004825794134804,HAZARIBAGH,13,0.016602809706258,16.5,0.293594306049822,12,0,GEN,800000000,1,1,1,1,0,0,0,JHARKHAND,1
17,0.909090909090909,0,0,JAMSHEDPUR,40,0.051085568326948,9.5,0.169039145907473,33,,GEN,0,1,0,1,0,0,0,0,JHARKHAND,1
9,0.181818181818182,16700000,0.002952042565979,KHUNTI,1,0.001277139208174,12.5,0.222419928825623,66,0,ST,1080000000,1,0,1,0,0,0,0,JHARKHAND,1
9,0.181818181818182,8100000,0.001431829029008,KODARMA,0,0,9.6,0.170818505338078,4,0,GEN,800000000,1,0,1,0,0,0,0,JHARKHAND,1
7,0,8500000,0.001502536635379,LOHARDAGA,1,0.001277139208174,1,0.01779359430605,48,0,ST,830000000,1,1,1,1,0,0,0,JHARKHAND,1
7,0,0,0,PALAMAU,1,0.001277139208174,27,0.480427046263345,1,0,SC,0,1,0,1,0,0,0,0,JHARKHAND,1
10,0.272727272727273,100000,1.76769015926888E-05,RAJMAHAL,0,0,4.3,0.076512455516014,0,0,ST,0,0,0,1,0,0,1,0,JHARKHAND,0
11,0.363636363636364,219500000,0.038800798995952,RANCHI,47,0.060025542784164,19,0.338078291814947,65,0,GEN,830000000,1,0,1,0,0,0,0,JHARKHAND,1
11,0.363636363636364,39400000,0.006964699227519,SINGHBHUM,51,0.065134099616858,11,0.195729537366548,18,0,ST,0,1,0,1,0,0,0,0,JHARKHAND,1
14,0.636363636363636,16600000,0.002934365664386,BAGALKOT,0,0,10.8,0.192170818505338,5,0,GEN,490000000,1,0,1,0,0,0,0,KARNATAKA,0
18,1,6732700000,0.8,BANGALORE,513,0.4,20.5,0.36,1400,46,GEN,224440000000,1,1,0,1,1,0,1,KARNATAKA,0
15,0.727272727272727,40700000,0.007194498948224,BELGAUM,36,0.045977011494253,7,0.124555160142349,33,1,GEN,380000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,168900000,0.029856286790052,BELLARY,23,0.029374201787995,8.1,0.144128113879004,20,2,ST,2010000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,24600000,0.004348517791801,BIDAR,2,0.002554278416347,9.6,0.170818505338078,15,1,GEN,1550000000,1,0,1,0,0,0,0,KARNATAKA,0
13,0.545454545454545,54700000,0.009669265171201,BIJAPUR,7,0.008939974457216,7.2,0.128113879003559,0,0,SC,1650000000,1,0,0,0,1,0,0,KARNATAKA,0
15,0.727272727272727,12100000,0.002138905092715,CHAMARAJANAGAR,0,0,12.5,0.222419928825623,86,0,SC,810000000,0,0,0,0,1,0,0,KARNATAKA,1
16,0.818181818181818,477500000,0.084407205105089,CHIKKBALLAPUR,2,0.002554278416347,0.8,0.01423487544484,142,9,GEN,47750000000,0,0,0,0,1,0,0,KARNATAKA,1
15,0.727272727272727,3800000,0.000671722260522,CHIKKODI,2,0.002554278416347,0.3,0.005338078291815,33,1,GEN,380000000,0,0,0,0,1,0,0,KARNATAKA,1
14,0.636363636363636,105400000,0.018631454278694,CHITRADURGA,42,0.053639846743295,9.2,0.163701067615658,50,4,SC,2110000000,0,0,0,0,1,0,0,KARNATAKA,1
16,0.818181818181818,14000000,0.002474766222976,DAKSHINA KANNADA,11,0.014048531289911,11.9,0.211743772241993,4,0,GEN,340000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,0,0,DAVANAGERE,2,0.002554278416347,1.6,0.02846975088968,2,0,GEN,0,1,1,0,0,1,0,0,KARNATAKA,0
16,0.818181818181818,82300000,0.014548090010783,DHARWAD,25,0.031928480204342,10.9,0.193950177935943,25,2,GEN,540000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,19500000,0.003446995810574,GULBARGA,14,0.017879948914432,7.5,0.133451957295374,23,0,SC,1550000000,0,0,1,0,0,0,0,KARNATAKA,1
15,0.727272727272727,29200000,0.005161655265065,HASSAN,17,0.021711366538953,8.8,0.156583629893238,22,1,GEN,300000000,0,0,0,0,1,1,0,KARNATAKA,0
14,0.636363636363636,36200000,0.006399038376553,HAVERI,7,0.008939974457216,7.8,0.138790035587189,7,1,GEN,0,1,0,1,0,0,0,0,KARNATAKA,0
16,0.818181818181818,146500000,0.025896660833289,KOLAR,10,0.012771392081737,4.2,0.074733096085409,29,1,SC,640000000,0,0,0,0,1,0,0,KARNATAKA,1
13,0.545454545454545,48800000,0.008626327977232,KOPPAL,9,0.011494252873563,3.2,0.05693950177936,35,3,GEN,4100000000,1,0,0,0,1,0,0,KARNATAKA,0
16,0.818181818181818,10500000,0.001856074667232,MANDYA,3,0.003831417624521,0.5,0.008896797153025,89,0,GEN,830000000,0,0,0,0,1,1,0,KARNATAKA,0
17,0.909090909090909,102800000,0.018171854837284,MYSORE,89,0.113665389527458,2.7,0.048042704626335,87,0,GEN,820000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,53700000,0.009492496155274,RAICHUR,6,0.007662835249042,0.2,0.00355871886121,29,0,ST,3280000000,0,0,1,0,0,0,0,KARNATAKA,1
17,0.909090909090909,59500000,0.01051775644765,SHIMOGA,4,0.005108556832695,32.2,0.572953736654804,14,1,GEN,3100000000,1,0,0,0,1,0,0,KARNATAKA,0
14,0.636363636363636,33200000,0.005868731328773,TUMKUR,11,0.014048531289911,6.7,0.119217081850534,8,2,GEN,2100000000,0,0,0,0,1,0,0,KARNATAKA,1
17,0.909090909090909,752700000,0.133054038288169,UDUPI CHIKMAGALUR,13,0.016602809706258,17.6,0.313167259786477,13,1,GEN,2550000000,1,0,0,0,1,0,0,KARNATAKA,0
15,0.727272727272727,25500000,0.004507609906136,UTTARA KANNADA,4,0.005108556832695,14.1,0.250889679715302,37,1,GEN,640000000,1,0,0,0,1,0,0,KARNATAKA,0
15,0.727272727272727,42100000,0.007441975570522,ALAPPUZHA,10,0.012771392081737,1.9,0.033807829181495,10,1,GEN,3480000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,68600000,0.012126354492585,ALATHUR,0,0,4,0.071174377224199,20,2,SC,6860000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,26400000,0.00466670202047,ATTINGAL,0,0,8.1,0.144128113879004,5,2,GEN,2640000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,254500000,0.044987714553393,CHALAKUDY,83,0.106002554278416,1.6,0.02846975088968,29,9,GEN,25450000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,595600000,0.105283625886055,ERNAKULAM,33,0.042145593869732,10.2,0.181494661921708,24,7,GEN,19990000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,209500000,0.037033108836683,IDUKKI,3,0.003831417624521,6.2,0.110320284697509,24,7,GEN,20040000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,3700000,0.000654045358929,KANNUR,1,0.001277139208174,0.7,0.012455516014235,1,0,GEN,220000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,2200000,0.000388891835039,KASARAGOD,0,0,0.7,0.012455516014235,1,0,GEN,220000000,0,0,0,0,1,1,0,KERALA,0
14,0.636363636363636,7600000,0.001343444521044,KOLLAM,0,0,4.3,0.076512455516014,0,0,GEN,150000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,238400000,0.04214173339697,KOTTAYAM,5,0.006385696040868,14.5,0.258007117437722,29,8,GEN,21410000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,31800000,0.005621254706475,KOZHIKODE,0,0,1.8,0.03202846975089,0,0,GEN,340000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,5100000,0.000901521981227,MALAPPURAM,0,0,22.8,0.405693950177936,0,0,GEN,0,0,0,0,0,1,1,0,KERALA,0
15,0.727272727272727,49000000,0.008661681780418,MAVELIKKARA,0,0,3.7,0.065836298932384,15,2,SC,4900000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,23900000,0.004224779480653,PALAKKAD,15,0.019157088122605,11.6,0.206405693950178,15,0,GEN,1400000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,20800000,0.003676795531279,PATHANAMTHITTA,2,0.002554278416347,6.5,0.115658362989324,10,2,GEN,1820000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,14000000,0.002474766222976,PONNANI,0,0,2.9,0.051601423487545,15,0,GEN,1400000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,190100000,0.033603789927702,THIRUVANANTHAPURAM,5,0.006385696040868,1.8,0.03202846975089,5,2,GEN,2640000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,366800000,0.064838875041983,THRISSUR,5,0.006385696040868,4.2,0.074733096085409,5,2,GEN,5460000000,0,0,0,0,1,1,0,KERALA,0
16,0.818181818181818,5600000,0.000989906489191,VADAKARA,0,0,0.3,0.005338078291815,1,0,GEN,560000000,0,0,0,0,1,0,0,KERALA,1
16,0.818181818181818,15900000,0.002810627353238,WAYANAD,4,0.005108556832695,2.3,0.040925266903915,0,0,GEN,950000000,0,0,1,0,0,0,0,KERALA,1
16,0.818181818181818,3000000,0.000530307047781,LAKSHADWEEP,0,0,3.6,0.064056939501779,0,0,ST,0,0,0,0,0,1,1,0,LAKSHADWEEP,0
10,0.272727272727273,79900000,0.014123844372558,BALAGHAT,5,0.006385696040868,8.6,0.153024911032028,5,0,GEN,2780000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
11,0.363636363636364,74500000,0.013169291686553,BETUL,2,0.002554278416347,31.4,0.558718861209964,1,0,ST,4090000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
11,0.363636363636364,100800000,0.01781831680543,BHIND,14,0.017879948914432,21.9,0.389679715302491,12,0,SC,9810000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
14,0.636363636363636,394600000,0.06975305368475,BHOPAL,32,0.040868454661558,32.8,0.583629893238434,96,5,GEN,8820000000,1,0,0,0,1,0,1,MADHYA PRADESH,1
11,0.363636363636364,12300000,0.002174258895901,CHHINDWARA,29,0.037037037037037,10.5,0.186832740213523,12,0,GEN,160000000,0,0,0,0,1,1,1,MADHYA PRADESH,0
11,0.363636363636364,21200000,0.00374750313765,DAMOH,0,0,23.4,0.416370106761566,1,0,GEN,750000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
12,0.454545454545455,141800000,0.025065846458433,DEWAS,23,0.029374201787995,22.8,0.405693950177936,90,4,SC,7480000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
14,0.636363636363636,65700000,0.011613724346397,DHAR,45,0.057471264367816,9.7,0.172597864768683,72,6,ST,3940000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
10,0.272727272727273,1900000,0.000335861130261,GUNA,2,0.002554278416347,12.4,0.220640569395018,2,0,GEN,0,0,0,1,0,0,1,0,MADHYA PRADESH,0
13,0.545454545454545,23400000,0.004136394972689,GWALIOR,2,0.002554278416347,3,0.05338078291815,2,0,GEN,100000000,1,1,0,0,1,0,0,MADHYA PRADESH,1
12,0.454545454545455,41400000,0.007318237259373,HOSHANGABAD,9,0.011494252873563,37.8,0.672597864768683,48,1,GEN,1690000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
18,1,169600000,0.0299800251012,INDORE,50,0.063856960408685,35.5,0.631672597864769,50,6,GEN,3800000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
18,1,96500000,0.017058210036945,JABALPUR,7,0.008939974457216,20.8,0.370106761565836,7,1,GEN,530000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
10,0.272727272727273,41500000,0.007335914160966,KHAJURAHO,7,0.008939974457216,28.3,0.50355871886121,7,0,GEN,520000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
12,0.454545454545455,121800000,0.021530466139895,KHANDWA,0,0,20.7,0.368327402135231,24,4,GEN,4120000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
9,0.181818181818182,10800000,0.00190910537201,KHARGONE,11,0.014048531289911,22.4,0.398576512455516,9,1,ST,540000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
9,0.181818181818182,11600000,0.002050520584752,MANDLA,6,0.007662835249042,9.1,0.161921708185053,9,0,ST,1050000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
11,0.363636363636364,7900000,0.001396475225822,MANDSOUR,3,0.003831417624521,26.1,0.4644128113879,11,0,GEN,400000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
8,0.090909090909091,14600000,0.002580827632533,MORENA,8,0.01021711366539,15.6,0.277580071174377,8,0,GEN,440000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
10,0.272727272727273,3400000,0.000601014654151,RAJGARH,2,0.002554278416347,22.6,0.402135231316726,12,0,GEN,340000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
10,0.272727272727273,45500000,0.008042990224673,RATLAM,8,0.01021711366539,10,0.177935943060498,8,0,ST,0,1,0,0,0,1,0,0,MADHYA PRADESH,1
12,0.454545454545455,18400000,0.003252549893055,REWA,49,0.062579821200511,20.3,0.361209964412811,3,1,GEN,200000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
11,0.363636363636364,7700000,0.001361121422637,SAGAR,0,0,13.5,0.240213523131673,0,0,GEN,680000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
12,0.454545454545455,57000000,0.010075833907833,SATNA,10,0.012771392081737,1,0.01779359430605,10,0,GEN,560000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
11,0.363636363636364,14300000,0.002527796927755,SHAHDOL,289,0.369093231162197,24.9,0.443060498220641,277,2,ST,570000000,1,0,0,0,1,0,0,MADHYA PRADESH,1
9,0.181818181818182,529700000,0.093634547736473,SIDHI,21,0.026819923371648,10.9,0.193950177935943,290,3,GEN,50070000000,1,0,1,0,0,0,0,MADHYA PRADESH,1
10,0.272727272727273,3800000,0.000671722260522,TIKAMGARH,0,0,27.2,0.483985765124555,1,0,SC,0,1,0,1,0,0,0,0,MADHYA PRADESH,1
13,0.545454545454545,74300000,0.013133937883368,UJJAIN,10,0.012771392081737,30.5,0.542704626334519,18,1,SC,990000000,1,0,0,0,1,0,1,MADHYA PRADESH,1
12,0.454545454545455,110600000,0.019550653161514,VIDISHA,100,0.127713920817369,38.3,0.681494661921708,111,5,GEN,8580000000,1,1,1,1,0,0,0,MADHYA PRADESH,1
13,0.545454545454545,110500000,0.019532976259921,AHMEDNAGAR,21,0.026819923371648,19.7,0.350533807829181,36,0,GEN,1370000000,1,0,0,0,1,0,0,MAHARASHTRA,1
12,0.454545454545455,38500000,0.006805607113185,AKOLA,5,0.006385696040868,20.8,0.370106761565836,6,0,GEN,80000000,1,0,0,0,1,0,0,MAHARASHTRA,1
17,0.909090909090909,47900000,0.008467235862898,AMRAVATI,7,0.008939974457216,13.7,0.243772241992882,7,0,SC,1300000000,1,0,0,0,1,0,0,MAHARASHTRA,1
18,1,1552600000,0.274451574128087,AURANGABAD,125,0.159642401021711,16.5,0.293594306049822,249,10,GEN,24350000000,1,0,0,0,1,0,0,MAHARASHTRA,1
18,1,1762900000,0.311626098177511,BARAMATI,1,0.001277139208174,6.5,0.115658362989324,779,49,GEN,176290000000,0,0,0,0,1,1,0,MAHARASHTRA,0
13,0.545454545454545,25900000,0.004578317512506,BEED,6,0.007662835249042,11.1,0.197508896797153,5,0,GEN,0,1,0,0,0,1,0,0,MAHARASHTRA,1
13,0.545454545454545,130700000,0.023103710381644,BHANDARA-GONDIYA,13,0.016602809706258,12.5,0.222419928825623,11,1,GEN,530000000,1,0,0,0,1,0,0,MAHARASHTRA,1
17,0.909090909090909,186900000,0.033038129076736,BHIWANDI,24,0.030651340996169,12.5,0.222419928825623,335,14,GEN,18690000000,1,0,0,0,1,0,0,MAHARASHTRA,1
12,0.454545454545455,14900000,0.002633858337311,BULDHANA,2,0.002554278416347,16.3,0.290035587188612,2,0,GEN,400000000,1,0,0,0,1,0,0,MAHARASHTRA,1
13,0.545454545454545,267900000,0.047356419366813,CHANDRAPUR,21,0.026819923371648,21.3,0.379003558718861,18,2,GEN,1690000000,1,1,0,1,1,0,0,MAHARASHTRA,1
15,0.727272727272727,177200000,0.031323469622245,DHULE,15,0.019157088122605,13.3,0.236654804270463,220,8,GEN,12500000000,1,0,0,0,1,0,0,MAHARASHTRA,1
18,1,114700000,0.020275406126814,DINDORI,0,0,25.5,0.453736654804271,205,8,ST,11470000000,1,0,0,0,1,0,0,MAHARASHTRA,1
13,0.545454545454545,52900000,0.009351080942532,GADCHIROLI-CHIMUR,5,0.006385696040868,23.1,0.411032028469751,23,3,ST,2070000000,1,0,1,0,0,0,0,MAHARASHTRA,1
17,0.909090909090909,32200000,0.005691962312846,HATKANANGLE,2,0.002554278416347,15,0.266903914590747,64,1,GEN,3220000000,1,0,0,0,1,0,0,MAHARASHTRA,0
13,0.545454545454545,10900000,0.001926782273603,HINGOLI,0,0,0.2,0.00355871886121,8,0,GEN,1040000000,0,0,1,0,0,1,0,MAHARASHTRA,0
14,0.636363636363636,140700000,0.024871400540913,JALGAON,35,0.044699872286079,38.7,0.688612099644128,50,0,GEN,1030000000,1,0,1,0,0,0,0,MAHARASHTRA,1
14,0.636363636363636,533200000,0.094253239292217,JALNA,5,0.006385696040868,19.4,0.345195729537366,246,10,GEN,50720000000,1,0,0,0,1,0,0,MAHARASHTRA,1
17,0.909090909090909,186900000,0.033038129076736,KALYAN,45,0.057471264367816,30.4,0.540925266903914,335,14,GEN,18690000000,1,0,0,0,1,0,0,MAHARASHTRA,1
18,1,159000000,0.028106273532375,KOLHAPUR,55,0.070242656449553,2.6,0.04626334519573,54,1,GEN,1910000000,0,0,0,0,1,1,0,MAHARASHTRA,0
14,0.636363636363636,84200000,0.014883951141044,LATUR,1,0.001277139208174,24,0.427046263345196,9,0,SC,3040000000,1,0,1,0,0,0,0,MAHARASHTRA,1
16,0.818181818181818,27100000,0.004790440331619,MADHA,0,0,2.3,0.040925266903915,94,4,GEN,2710000000,0,0,0,0,1,1,0,MAHARASHTRA,0
14,0.636363636363636,1774700000,0.313711972565449,MAVAL,6,0.007662835249042,13.4,0.238434163701068,1411,56,GEN,177470000000,1,0,0,0,1,0,0,MAHARASHTRA,1
